Category	ID	Name	Source	p-value	q-value Bonferroni	q-value FDR B&H	q-value FDR B&Y	Hit Count in Query List	Hit Count in Genome	Hit in Query List
GO: Biological Process	GO:0071455	cellular response to hyperoxia	 	8.308E-8	7.524E-4	4.497E-7	4.357E-6	6	7	FOXO1,FAS,NOX1,CAV1,PPARG,DNMT3B
GO: Biological Process	GO:0045732	positive regulation of protein catabolic process	 	8.315E-8	7.530E-4	4.498E-7	4.358E-6	35	268	MDM2,AXIN1,RACK1,AKT1,CUL4A,CUL3,FOXO1,FMR1,SKP1,SOX9,TNFSF12,AURKA,GPC3,BTRC,NEDD4L,SOX17,CAV1,CBLB,GSK3B,FURIN,TNF,CEBPA,VCP,EZR,WNT5A,XBP1,DAB2IP,PTEN,PTK2,ITCH,RB1,EGF,PSME3,SMAD7,FBXW7
GO: Biological Process	GO:0042180	cellular ketone metabolic process	 	8.419E-8	7.625E-4	4.552E-7	4.410E-6	34	256	ADM,AKT1,AKT2,FOXO1,MTOR,IRS2,DKK3,SREBF1,GATA3,STAT5B,CEACAM1,BMP2,PPARGC1A,BMP6,KAT2B,BRCA1,GLO1,GPI,NUCB2,CAV1,SIRT1,HNF4A,TWIST1,ADIPOQ,PLA2G4A,EIF2AK3,PPARG,PRKAA2,PROX1,IRS1,PTGS2,FGF19,NR1H3,PSME3
GO: Biological Process	GO:0002819	regulation of adaptive immune response	 	8.626E-8	7.812E-4	4.661E-7	4.516E-6	24	143	CCR2,AGER,CCL19,IL23A,RIPK2,GATA3,BCL6,LILRB1,CEACAM1,C3,MAP3K7,SIRT1,TGFB1,HAVCR2,CD44,TNF,IL27,HMGB1,CCR7,PRKCQ,IL4,JAK3,PTPN6,NLRP3
GO: Biological Process	GO:0031641	regulation of myelination	 	8.901E-8	8.061E-4	4.801E-7	4.652E-6	12	37	AKT1,MTOR,WASF3,DICER1,TNF,PARD3,CDH2,HGF,EIF2AK3,CTNNB1,PTEN,RARB
GO: Biological Process	GO:0031062	positive regulation of histone methylation	 	8.901E-8	8.061E-4	4.801E-7	4.652E-6	12	37	KMT2A,TET1,MYB,EED,BRCA1,SIRT1,XBP1,CTNNB1,JARID2,DNMT1,DNMT3B,SMAD4
GO: Biological Process	GO:0010662	regulation of striated muscle cell apoptotic process	 	8.901E-8	8.061E-4	4.801E-7	4.652E-6	12	37	SFRP2,BMP7,SIRT1,TP53,HSF1,QKI,BAG3,MAPK8,CXCR2,ILK,JAK2,EIF5A
GO: Biological Process	GO:0045668	negative regulation of osteoblast differentiation	 	9.016E-8	8.165E-4	4.854E-7	4.703E-6	13	44	FGFR1,SKI,SUFU,SOX2,GDF10,NOTCH1,TWIST2,TNF,TWIST1,ID1,HDAC4,HDAC5,SMAD3
GO: Biological Process	GO:1903018	regulation of glycoprotein metabolic process	 	9.016E-8	8.165E-4	4.854E-7	4.703E-6	13	44	CCL19,CCL21,GATA1,BCL2,KAT2B,GOLGA2,PAWR,CCR7,IGF1,CTNNB1,JAK3,PTX3,EP300
GO: Biological Process	GO:2000401	regulation of lymphocyte migration	 	9.016E-8	8.165E-4	4.854E-7	4.703E-6	13	44	ADAM10,CCR2,CCL2,CCL3,CCL5,CCL20,CCL21,CXCL12,CXCL13,ADAM17,CCR7,WNT5A,CXCL14
GO: Biological Process	GO:0016567	protein ubiquitination	 	9.216E-8	8.346E-4	4.959E-7	4.804E-6	72	781	MDM2,MDM4,AXIN1,UBR5,AKT1,SPOP,MAD2L2,FBXO45,MAGEC2,CUL4A,CUL3,BIRC5,FBXO11,SIAH1,SIAH2,SKP1,SKP2,TRIM33,ARRB1,MTOR,UHRF1,SUFU,TRIM37,KDM1A,SOX4,MYCBP2,HDAC8,RIPK2,BCL2,AURKA,BMI1,BRCA1,SPHK1,UHRF2,BTRC,TAZ,USP22,NEDD4L,SOCS3,RNF8,CAV1,CBLB,SIRT1,TGFBR1,AKTIP,NMI,MTA1,RASSF1,SUZ12,CDC42,CDK5,PIN1,HSPA5,SMURF2,VCP,VHL,WNT1,WWTR1,ISG15,UBE3C,PTEN,PTK2,TRIM11,ITCH,HDAC6,EGF,TRIM28,TRIM62,SENP2,PSME3,SMAD7,FBXW7
GO: Biological Process	GO:0051806	entry into cell of other organism involved in symbiotic interaction	 	9.259E-8	8.385E-4	4.959E-7	4.804E-6	22	123	AXL,CEACAM1,EXOC7,CAV1,CLDN1,GSN,TYRO3,CCR5,ITGA2,ITGA5,ITGAV,ITGB1,ITGB6,TRIM11,F11R,CXCR4,PTX3,ITCH,LGALS1,LGALS9,EFNB2,TRIM62
GO: Biological Process	GO:0051828	entry into other organism involved in symbiotic interaction	 	9.259E-8	8.385E-4	4.959E-7	4.804E-6	22	123	AXL,CEACAM1,EXOC7,CAV1,CLDN1,GSN,TYRO3,CCR5,ITGA2,ITGA5,ITGAV,ITGB1,ITGB6,TRIM11,F11R,CXCR4,PTX3,ITCH,LGALS1,LGALS9,EFNB2,TRIM62
GO: Biological Process	GO:0030260	entry into host cell	 	9.259E-8	8.385E-4	4.959E-7	4.804E-6	22	123	AXL,CEACAM1,EXOC7,CAV1,CLDN1,GSN,TYRO3,CCR5,ITGA2,ITGA5,ITGAV,ITGB1,ITGB6,TRIM11,F11R,CXCR4,PTX3,ITCH,LGALS1,LGALS9,EFNB2,TRIM62
GO: Biological Process	GO:0044409	entry into host	 	9.259E-8	8.385E-4	4.959E-7	4.804E-6	22	123	AXL,CEACAM1,EXOC7,CAV1,CLDN1,GSN,TYRO3,CCR5,ITGA2,ITGA5,ITGAV,ITGB1,ITGB6,TRIM11,F11R,CXCR4,PTX3,ITCH,LGALS1,LGALS9,EFNB2,TRIM62
GO: Biological Process	GO:0052126	movement in host environment	 	9.259E-8	8.385E-4	4.959E-7	4.804E-6	22	123	AXL,CEACAM1,EXOC7,CAV1,CLDN1,GSN,TYRO3,CCR5,ITGA2,ITGA5,ITGAV,ITGB1,ITGB6,TRIM11,F11R,CXCR4,PTX3,ITCH,LGALS1,LGALS9,EFNB2,TRIM62
GO: Biological Process	GO:0052192	movement in environment of other organism involved in symbiotic interaction	 	9.259E-8	8.385E-4	4.959E-7	4.804E-6	22	123	AXL,CEACAM1,EXOC7,CAV1,CLDN1,GSN,TYRO3,CCR5,ITGA2,ITGA5,ITGAV,ITGB1,ITGB6,TRIM11,F11R,CXCR4,PTX3,ITCH,LGALS1,LGALS9,EFNB2,TRIM62
GO: Biological Process	GO:0008366	axon ensheathment	 	9.259E-8	8.385E-4	4.959E-7	4.804E-6	22	123	ERBB2,NDRG1,AKT1,AKT2,SKI,MTOR,WASF3,EPB41L3,DICER1,TGFB1,TNF,PARD3,CDH2,HGF,TSC1,QKI,EIF2AK3,CTNNB1,ILK,PTEN,CXCR4,RARB
GO: Biological Process	GO:0007272	ensheathment of neurons	 	9.259E-8	8.385E-4	4.959E-7	4.804E-6	22	123	ERBB2,NDRG1,AKT1,AKT2,SKI,MTOR,WASF3,EPB41L3,DICER1,TGFB1,TNF,PARD3,CDH2,HGF,TSC1,QKI,EIF2AK3,CTNNB1,ILK,PTEN,CXCR4,RARB
GO: Biological Process	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	 	9.277E-8	8.401E-4	4.965E-7	4.811E-6	19	94	AKT1,CUL3,SRC,CCND1,KAT2B,ADAM17,NR2F2,CCNA2,CCND2,CDKN1A,CEBPA,PDGFB,CKS2,PKD1,PROX1,DAB2IP,PTEN,LMNB1,EGFR
GO: Biological Process	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	 	9.526E-8	8.627E-4	5.089E-7	4.931E-6	18	85	SPRY1,SPRY2,ESR1,ESR2,AKT1,MMP9,AGR2,SHC1,CEACAM1,AFAP1L2,ADAM17,TGFA,ERRFI1,CDC42,DAB2IP,EGF,EGFR,FBXW7
GO: Biological Process	GO:0043331	response to dsRNA	 	9.526E-8	8.627E-4	5.089E-7	4.931E-6	18	85	ESR1,AGO2,RIPK2,STAT1,NFKB1,NFKBIA,CAV1,TERT,DICER1,TGFB1,MAPK1,MAPK3,MAP2K1,MAP2K2,LIN28A,EGFR,SMAD2,SMAD3
GO: Biological Process	GO:0046889	positive regulation of lipid biosynthetic process	 	9.526E-8	8.627E-4	5.089E-7	4.931E-6	18	85	RACK1,FGF1,AKT1,MTOR,SREBF1,PPARGC1A,BMP6,TNF,HNF4A,PLA2G4A,XBP1,CREB1,IGF1,IGF1R,CYR61,PRKAA1,PTGS2,NR1H3
GO: Biological Process	GO:0030072	peptide hormone secretion	 	9.738E-8	8.819E-4	5.200E-7	5.038E-6	36	282	CCL5,ANXA5,BIRC5,SLC2A1,ARRB1,TNFSF11,IRS2,SOX4,SRI,SREBF1,NKX6-1,NOV,NUCB2,SIRT3,SIRT1,TNF,HDAC1,HIF1A,CFTR,FOXA2,HNF4A,UCP2,MAP4K4,EIF2AK3,PPARG,PRKCA,IL6,IRS1,JAK2,PTPN11,KIF5B,LEP,EDN1,LIF,EGFR,SMAD2
GO: Biological Process	GO:0048640	negative regulation of developmental growth	 	1.023E-7	9.264E-4	5.459E-7	5.289E-6	20	104	PLAC8,CCR2,SFRP2,STC2,SPP1,NRP1,BMP4,SEMA4A,TGFBR2,TP73,HDAC2,CDK5,NTN1,CCR5,WNT5A,PTEN,PTK2,SEMA4C,WNT3A,RTN4
GO: Biological Process	GO:0045123	cellular extravasation	 	1.059E-7	9.588E-4	5.647E-7	5.471E-6	14	52	CCR2,CCL2,CCL5,CCL21,CCL25,CX3CL1,CXCL12,PDGFD,GOLPH3,PAWR,TNF,ITGB1,LEP,ROCK1
GO: Biological Process	GO:0071897	DNA biosynthetic process	 	1.065E-7	9.646E-4	5.677E-7	5.500E-6	30	211	GRHL2,MAP3K4,MAD2L2,ATM,MYC,SRC,BRCA1,TERT,SIRT1,GSK3B,TP53,CDKN1A,HGF,PDGFB,PDGFRB,CHEK1,KLF4,TYMS,ADIPOQ,VCP,PPARG,ISG15,CTGF,PRKCQ,MAPK1,CTNNB1,MAPK3,CYP1B1,EGF,GREM1
GO: Biological Process	GO:0043901	negative regulation of multi-organism process	 	1.067E-7	9.665E-4	5.685E-7	5.508E-6	26	166	FBLN1,CCL3,CCL5,MYD88,STAT1,CEACAM1,SQSTM1,NODAL,GSN,HAVCR2,CD36,TNF,HDAC1,IRF8,IGF1,ISG15,PROX1,PTGDS,ITGAV,JUN,TRIM11,PTX3,ITCH,HMGA2,TRIM28,TRIM62
GO: Biological Process	GO:0061036	positive regulation of cartilage development	 	1.074E-7	9.724E-4	5.713E-7	5.535E-6	11	31	SOX5,SOX9,BMP2,BMP4,BMP6,RUNX2,WNT5A,CYR61,RELA,LOXL2,SMAD3
GO: Biological Process	GO:0033598	mammary gland epithelial cell proliferation	 	1.074E-7	9.724E-4	5.713E-7	5.535E-6	11	31	ESR1,ETV4,TNFSF11,KDM5B,GATA3,CCND1,BTRC,CEBPB,WNT5A,MAPK1,EPHA2
GO: Biological Process	GO:0002224	toll-like receptor signaling pathway	 	1.075E-7	9.737E-4	5.714E-7	5.536E-6	22	124	ESR1,LGR4,FLOT2,IKBKG,TBK1,MYD88,RIPK2,NFKBIA,MAP3K7,CAV1,HAVCR2,CD14,CD36,TLR4,TNF,HMGB1,TYRO3,CTSL,DAB2IP,NR1H3,LGALS9,LYN
GO: Biological Process	GO:0090263	positive regulation of canonical Wnt signaling pathway	 	1.075E-7	9.737E-4	5.714E-7	5.536E-6	22	124	LGR4,AXIN1,UBR5,YAP1,FGF2,FGF9,FGFR2,SFRP2,LGR5,SOX4,SRC,NFKB1,ROR2,CAV1,PIN1,SMURF2,WNT1,ILK,WNT3A,DVL2,PSME3,SMAD3
GO: Biological Process	GO:0090189	regulation of branching involved in ureteric bud morphogenesis	 	1.091E-7	9.878E-4	5.790E-7	5.609E-6	10	25	LGR4,SALL1,AGTR1,SIX1,SOX9,BMP4,TGFB1,PAX2,VEGFA,GREM1
GO: Biological Process	GO:0001945	lymph vessel development	 	1.091E-7	9.878E-4	5.790E-7	5.609E-6	10	25	FOXC1,FOXC2,PDPN,NR2F2,PKD1,VEGFA,PROX1,KDR,EFNB2,EPHA2
GO: Biological Process	GO:0032941	secretion by tissue	 	1.108E-7	1.003E-3	5.878E-7	5.695E-6	19	95	AGR2,AQP5,CCND1,STAT5A,STAT5B,NME1,DDR1,CAV1,P2RY2,TP73,HIF1A,HK2,EIF2AK3,VDR,VEGFA,XBP1,CREB1,KCNN4,NR1H3
GO: Biological Process	GO:0090276	regulation of peptide hormone secretion	 	1.125E-7	1.019E-3	5.965E-7	5.779E-6	32	235	CCL5,ANXA5,BIRC5,SLC2A1,ARRB1,TNFSF11,IRS2,SOX4,SRI,SREBF1,NKX6-1,NOV,NUCB2,SIRT3,SIRT1,TNF,HDAC1,HIF1A,CFTR,FOXA2,HNF4A,UCP2,MAP4K4,PPARG,PRKCA,IRS1,JAK2,PTPN11,KIF5B,LEP,LIF,EGFR
GO: Biological Process	GO:0046578	regulation of Ras protein signal transduction	 	1.126E-7	1.019E-3	5.965E-7	5.779E-6	29	200	EPO,SPRY1,SPRY2,ERBB2,F2R,FBP1,FOXM1,CUL3,ARRB1,BCL6,SQSTM1,NOTCH2,ARHGEF12,TGFB2,TIMP2,ARHGEF2,CDH2,PDGFRB,HRAS,RASAL2,CRK,IGF1,MAP2K1,DAB2IP,ITGA3,ITGB1,RAC1,KRAS,RASA1
GO: Biological Process	GO:0032755	positive regulation of interleukin-6 production	 	1.133E-7	1.026E-3	6.001E-7	5.814E-6	17	77	F2R,CCR2,MYD88,RIPK2,NCL,CD36,TLR4,TNF,ARHGEF2,HMGB1,TWIST1,CCR5,WNT5A,XBP1,IL6,IL17A,LGALS9
GO: Biological Process	GO:0050803	regulation of synapse structure or activity	 	1.203E-7	1.090E-3	6.368E-7	6.170E-6	35	272	EPHB2,EPHB3,KMT2A,MMP9,FMR1,SIX1,DKK1,SRF,BDNF,BRAF,NTRK2,NTRK3,GSK3B,PAK1,CDC42,CDH2,CPEB1,TPBG,CDK5,ZMYND8,MGLL,HRAS,WNT5A,CREB1,YWHAG,PRKCA,MAPK1,DAB2IP,PTEN,PTGS2,PTK2,MAGI2,KDR,KRAS,EGR1
GO: Biological Process	GO:1903523	negative regulation of blood circulation	 	1.212E-7	1.098E-3	6.394E-7	6.194E-6	13	45	F2R,ADM,AHR,MMP2,CX3CL1,SRI,HIF1A,PDGFB,PIK3R1,CRP,PRKCA,JAK2,LEP
GO: Biological Process	GO:0001954	positive regulation of cell-matrix adhesion	 	1.212E-7	1.098E-3	6.394E-7	6.194E-6	13	45	CCL21,CCL25,GSK3B,CD36,TSC1,HRG,CCR7,VEGFA,ILK,KDR,RAC1,ROCK1,SMAD3
GO: Biological Process	GO:1904036	negative regulation of epithelial cell apoptotic process	 	1.212E-7	1.098E-3	6.394E-7	6.194E-6	13	45	MTOR,GATA3,BRAF,TERT,SERPINE1,IGF1,IGF1R,MAPK7,IL4,IL11,KDR,RB1,ANGPTL4
GO: Biological Process	GO:0045773	positive regulation of axon extension	 	1.212E-7	1.098E-3	6.394E-7	6.194E-6	13	45	CXCL12,FN1,SRF,BDNF,NRP1,NTRK3,GSK3B,TRPC5,NTN1,VEGFA,ILK,L1CAM,EP300
GO: Biological Process	GO:0071622	regulation of granulocyte chemotaxis	 	1.212E-7	1.098E-3	6.394E-7	6.194E-6	13	45	CCL2,CCL5,CCL19,CCL21,CX3CL1,IL23A,C5AR1,CCR7,IL4,CXCL8,CXCR2,RAC1,EDN1
GO: Biological Process	GO:0007595	lactation	 	1.212E-7	1.098E-3	6.394E-7	6.194E-6	13	45	CCND1,STAT5A,STAT5B,NME1,DDR1,CAV1,HIF1A,HK2,EIF2AK3,VDR,VEGFA,XBP1,CREB1
GO: Biological Process	GO:0032735	positive regulation of interleukin-12 production	 	1.244E-7	1.127E-3	6.551E-7	6.346E-6	12	38	AGER,CCL19,IL23A,RIPK2,CD36,TLR4,HMGB1,CCR7,IRF8,MAPK14,RELA,LGALS9
GO: Biological Process	GO:1904031	positive regulation of cyclin-dependent protein kinase activity	 	1.244E-7	1.127E-3	6.551E-7	6.346E-6	12	38	AKT1,SRC,CCND1,ADAM17,CCND2,CDKN1A,PDGFB,PKD1,PROX1,DAB2IP,LMNB1,EGFR
GO: Biological Process	GO:0031648	protein destabilization	 	1.244E-7	1.127E-3	6.551E-7	6.346E-6	12	38	MDM2,SIAH1,SRC,BMP2,BTRC,SOX17,SIRT1,GSN,ID1,XBP1,SENP2,FBXW7
GO: Biological Process	GO:0043414	macromolecule methylation	 	1.318E-7	1.193E-3	6.934E-7	6.718E-6	35	273	EZH2,GRHL2,PARP1,SATB1,KMT2A,FBXO11,MBD3,TET1,KDM1A,KDM4B,MYB,EED,GATA3,BRCA1,EHMT2,KMT5A,SIRT1,GSK3B,MAEL,SETD7,SUZ12,HDAC2,PIK3CA,PRMT1,KDM6A,XBP1,MPHOSPH8,CTNNB1,JARID2,SETDB1,TET3,DNMT1,DNMT3B,TRIM28,SMAD4
GO: Biological Process	GO:0072075	metanephric mesenchyme development	 	1.348E-7	1.221E-3	7.063E-7	6.843E-6	8	15	SHH,SIX1,MYC,STAT1,BMP7,PAX2,PDGFRB,SMAD4
GO: Biological Process	GO:1901722	regulation of cell proliferation involved in kidney development	 	1.348E-7	1.221E-3	7.063E-7	6.843E-6	8	15	PDGFD,MYC,GATA3,BMP4,BMP7,PDGFB,LIN28A,EGR1
GO: Biological Process	GO:0032495	response to muramyl dipeptide	 	1.348E-7	1.221E-3	7.063E-7	6.843E-6	8	15	JAG1,RIPK2,ERBIN,NFKBIA,NOTCH1,ARHGEF2,MAPK14,RELA
GO: Biological Process	GO:0035728	response to hepatocyte growth factor	 	1.348E-7	1.221E-3	7.063E-7	6.843E-6	8	15	NRP1,GSK3B,HGF,PLAU,CREB1,CREBBP,IL6,RELA
GO: Biological Process	GO:0001660	fever generation	 	1.348E-7	1.221E-3	7.063E-7	6.843E-6	8	15	CCR2,CCL5,TNFSF11,TNFRSF11A,TNF,PLA2G4A,CCR5,PTGS2
GO: Biological Process	GO:0035729	cellular response to hepatocyte growth factor stimulus	 	1.348E-7	1.221E-3	7.063E-7	6.843E-6	8	15	NRP1,GSK3B,HGF,PLAU,CREB1,CREBBP,IL6,RELA
GO: Biological Process	GO:0072176	nephric duct development	 	1.348E-7	1.221E-3	7.063E-7	6.843E-6	8	15	GATA3,BMP4,GPC3,PAX2,PKD1,WNT11,EFNB2,EPHA4
GO: Biological Process	GO:0048008	platelet-derived growth factor receptor signaling pathway	 	1.375E-7	1.246E-3	7.200E-7	6.976E-6	14	53	F3,TXNIP,PDGFD,FSHR,SRC,NRP1,PDGFB,PDGFRB,SLC9A3R1,ADIPOQ,VEGFA,PTEN,JAK2,PTPN11
GO: Biological Process	GO:2001021	negative regulation of response to DNA damage stimulus	 	1.375E-7	1.246E-3	7.200E-7	6.976E-6	14	53	MDM2,UBR5,CXCL12,SFRP2,SNAI2,SNAI1,MUC1,KDM1A,SIRT1,BRD4,CD44,TWIST1,HMGA2,SENP2
GO: Biological Process	GO:0035690	cellular response to drug	 	1.385E-7	1.254E-3	7.231E-7	7.006E-6	17	78	ESR2,FBP1,AGER,KMT2A,CCL2,MYC,BRAF,EHMT2,NME1,SERPINE1,TP53,HIF1A,ADIPOQ,PRKAA2,EDN1,HMGA2,EP300
GO: Biological Process	GO:0002260	lymphocyte homeostasis	 	1.385E-7	1.254E-3	7.231E-7	7.006E-6	17	78	AHR,AKT1,FOXN1,IKBKG,SKIL,FAS,BCL2,STAT5A,STAT5B,CEACAM1,TGFB1,TGFB2,CD44,HIF1A,JAK3,LGALS9,LYN
GO: Biological Process	GO:0055006	cardiac cell development	 	1.385E-7	1.254E-3	7.231E-7	7.006E-6	17	78	MEF2A,MET,JAG1,MTOR,MYL2,SRF,BMP4,NOTCH1,NPPA,DICER1,BVES,HDAC2,PDGFRB,PIN1,VEGFA,PROX1,LMNA
GO: Biological Process	GO:0043507	positive regulation of JUN kinase activity	 	1.385E-7	1.254E-3	7.231E-7	7.006E-6	17	78	ERN1,AXIN1,MAP3K4,AGER,CCL19,TNFSF11,TNFRSF11A,MAP3K7,PAK1,TNF,CCR7,WNT5A,DAB2IP,ZEB2,DVL2,EDN1,EPHA4
GO: Biological Process	GO:0042246	tissue regeneration	 	1.387E-7	1.256E-3	7.241E-7	7.016E-6	15	61	EZH2,FZD7,POSTN,SOX2,NOTCH1,NOTCH2,NOV,DICER1,GSN,TGFBR2,TIMP3,PLAU,IGF1,MAPK14,PRKCQ
GO: Biological Process	GO:0072234	metanephric nephron tubule development	 	1.407E-7	1.274E-3	7.338E-7	7.109E-6	9	20	LGR4,YAP1,SOX9,STAT1,PAX2,PKD1,HES1,WWTR1,LIF
GO: Biological Process	GO:0010742	macrophage derived foam cell differentiation	 	1.565E-7	1.417E-3	8.150E-7	7.896E-6	11	32	AGTR1,NFKB1,NFKBIA,TGFB1,CD36,ADIPOQ,PPARG,CRP,CSF2,ITGAV,NR1H3
GO: Biological Process	GO:0031050	dsRNA fragmentation	 	1.565E-7	1.417E-3	8.150E-7	7.896E-6	11	32	ESR1,AGO2,TERT,DICER1,TGFB1,MAP2K1,MAP2K2,LIN28A,EGFR,SMAD2,SMAD3
GO: Biological Process	GO:0070918	production of small RNA involved in gene silencing by RNA	 	1.565E-7	1.417E-3	8.150E-7	7.896E-6	11	32	ESR1,AGO2,TERT,DICER1,TGFB1,MAP2K1,MAP2K2,LIN28A,EGFR,SMAD2,SMAD3
GO: Biological Process	GO:0031670	cellular response to nutrient	 	1.616E-7	1.463E-3	8.409E-7	8.147E-6	13	46	MDM2,CCL5,POSTN,SNAI2,SRF,PAWR,FOXA2,VDR,TNC,XBP1,PPARG,ITGB1,LEP
GO: Biological Process	GO:0060502	epithelial cell proliferation involved in lung morphogenesis	 	1.649E-7	1.493E-3	8.557E-7	8.290E-6	7	11	FGFR2,SOX9,BMP4,CDC42,MAP2K1,MAP2K2,FOXP2
GO: Biological Process	GO:1904994	regulation of leukocyte adhesion to vascular endothelial cell	 	1.649E-7	1.493E-3	8.557E-7	8.290E-6	7	11	ETS1,CCL21,CCL25,CXCL12,PAWR,TNF,KLF4
GO: Biological Process	GO:0042635	positive regulation of hair cycle	 	1.649E-7	1.493E-3	8.557E-7	8.290E-6	7	11	FST,FOXN1,MSX2,TERT,TGFB2,TNF,KRT17
GO: Biological Process	GO:0048570	notochord morphogenesis	 	1.649E-7	1.493E-3	8.557E-7	8.290E-6	7	11	GLI1,GLI2,TBXT,KDM6A,WNT5A,WNT11,EPHA2
GO: Biological Process	GO:0010820	positive regulation of T cell chemotaxis	 	1.649E-7	1.493E-3	8.557E-7	8.290E-6	7	11	ADAM10,CCR2,CCL5,CXCL13,ADAM17,CCR7,WNT5A
GO: Biological Process	GO:1901184	regulation of ERBB signaling pathway	 	1.666E-7	1.509E-3	8.634E-7	8.365E-6	18	88	SPRY1,SPRY2,ESR1,ESR2,AKT1,MMP9,AGR2,SHC1,CEACAM1,AFAP1L2,ADAM17,TGFA,ERRFI1,CDC42,DAB2IP,EGF,EGFR,FBXW7
GO: Biological Process	GO:0046888	negative regulation of hormone secretion	 	1.666E-7	1.509E-3	8.634E-7	8.365E-6	18	88	ANXA5,SREBF1,NOV,NUCB2,SIRT1,OSM,HDAC1,ADIPOQ,UCP2,MAP4K4,PPARG,IL6,IL11,IRS1,PTPN11,LEP,EDN1,LIF
GO: Biological Process	GO:0007164	establishment of tissue polarity	 	1.667E-7	1.509E-3	8.634E-7	8.365E-6	22	127	FZD7,MLLT3,SFRP2,RHOA,TP63,FZD2,GPC3,ROR1,ROR2,CDC42,HNF4A,CTHRC1,SMURF2,WNT1,WNT5A,WNT11,MAGI2,PARD6A,RAC1,DVL2,VANGL1,PSME3
GO: Biological Process	GO:0006282	regulation of DNA repair	 	1.686E-7	1.527E-3	8.729E-7	8.457E-6	17	79	PARP1,UBR5,FOXM1,CUL4A,APBB1,KDM1A,UIMC1,BRCA1,RNF8,SIRT1,H2AFX,HMGB1,CHEK1,TWIST1,HMGA2,EGFR,TRIM28
GO: Biological Process	GO:0035886	vascular smooth muscle cell differentiation	 	1.696E-7	1.536E-3	8.771E-7	8.498E-6	10	26	ADM,SRF,GATA6,NOTCH1,PDGFB,PDGFRB,HES1,VEGFA,CTH,CTNNB1
GO: Biological Process	GO:0010575	positive regulation of vascular endothelial growth factor production	 	1.696E-7	1.536E-3	8.771E-7	8.498E-6	10	26	NOX1,BRCA1,C3,C5AR1,NODAL,TGFB1,HIF1A,EIF2AK3,CYP1B1,PTGS2
GO: Biological Process	GO:1904377	positive regulation of protein localization to cell periphery	 	1.719E-7	1.556E-3	8.863E-7	8.587E-6	12	39	RACK1,AKT1,AGR2,RHOG,PIK3R1,EZR,PRKCI,ITGA3,ITGB1,WNT3A,KIF5B,EPHA2
GO: Biological Process	GO:1903078	positive regulation of protein localization to plasma membrane	 	1.719E-7	1.556E-3	8.863E-7	8.587E-6	12	39	RACK1,AKT1,AGR2,RHOG,PIK3R1,EZR,PRKCI,ITGA3,ITGB1,WNT3A,KIF5B,EPHA2
GO: Biological Process	GO:0045646	regulation of erythrocyte differentiation	 	1.719E-7	1.556E-3	8.863E-7	8.587E-6	12	39	ETS1,FOXO3,KDM1A,GATA1,STAT5A,STAT5B,HIF1A,SENP1,PRMT1,MAPK14,ISG15,LYN
GO: Biological Process	GO:0010559	regulation of glycoprotein biosynthetic process	 	1.719E-7	1.556E-3	8.863E-7	8.587E-6	12	39	CCL19,CCL21,GATA1,BCL2,KAT2B,GOLGA2,PAWR,CCR7,IGF1,CTNNB1,JAK3,EP300
GO: Biological Process	GO:1900077	negative regulation of cellular response to insulin stimulus	 	1.719E-7	1.556E-3	8.863E-7	8.587E-6	12	39	RPS6KB1,YBX1,NUCB2,SOCS3,TSC1,TSC2,PPARG,PRKAA1,PRKCA,PRKCQ,IRS1,RELA
GO: Biological Process	GO:1901988	negative regulation of cell cycle phase transition	 	1.736E-7	1.572E-3	8.942E-7	8.663E-6	26	170	MDM2,EZH2,MDM4,FOXO4,MAD2L2,FHL1,TP63,BRD7,ATM,MUC1,SOX4,CCND1,BCL2,AURKA,CCNA2,TP53,TP73,CDKN1A,CHEK1,FOXN3,PRMT1,PTEN,RB1,E2F1,HMGA2,EP300
GO: Biological Process	GO:0042594	response to starvation	 	1.736E-7	1.572E-3	8.942E-7	8.663E-6	26	170	ADM,ALDOB,FOXO1,PPM1D,SLC2A1,SREBF1,BCL2,PPARGC1A,EHMT2,SPHK1,CAV1,SIRT1,FSTL1,TP53,CDKN1A,UCP2,EIF2AK3,HSPA5,XBP1,PPARG,ZFP36,PRKAA1,PRKAA2,JUN,EIF2S1,ANGPTL4
