##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Non-small cell lung cancer	KEGG PATHWAY	hsa05223	25	56	6.17848274687e-21	9.97193828286e-20	8503|595|5295|5290|27436|238|1871|7039|2309|7157|5925|11186|207|208|673|1956|3265|1950|1869|5595|5594|5578|3845|5915|2064	http://www.genome.jp/kegg-bin/show_pathway?hsa05223/hsa:8503%09red/hsa:238%09red/hsa:5578%09red/hsa:5925%09red/hsa:595%09red/hsa:1871%09red/hsa:2064%09red/hsa:1950%09red/hsa:1956%09red/hsa:7039%09red/hsa:11186%09red/hsa:5595%09red/hsa:5594%09red/hsa:5290%09red/hsa:673%09red/hsa:5295%09red/hsa:208%09red/hsa:3845%09red/hsa:207%09red/hsa:5915%09red/hsa:7157%09red/hsa:27436%09red/hsa:3265%09red/hsa:1869%09red/hsa:2309%09red
Insulin receptor signalling cascade	Reactome	R-HSA-74751	45	279	6.81927415918e-21	1.08890750137e-19	5159|152559|3717|5037|5295|5155|3718|5290|5562|5747|7248|1981|7249|5563|5781|54756|9462|2246|2247|5921|3667|207|1437|208|673|1956|3265|8452|153090|2335|10197|6794|5595|5594|2475|1977|6198|6464|8660|9965|3845|408|2254|2064|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74751
Transcriptional Regulation by TP53	Reactome	R-HSA-3700989	50	355	8.67340510182e-21	1.35612302686e-19	604|2475|8626|332|3276|8445|28996|7249|3065|7248|2821|7295|5728|7159|7157|387893|5562|5563|27165|27161|9891|2033|1460|7532|53615|207|208|4194|4193|672|27113|10397|1869|3725|10919|94241|6794|1026|1432|1020|6790|5300|2744|7161|29117|472|355|7534|1387|3066	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3700989
Signaling by FGFR	Reactome	R-HSA-190236	50	355	8.67340510182e-21	1.35612302686e-19	5159|152559|8503|5037|5295|5155|3718|5290|3717|5747|3164|10253|2309|5728|7249|27161|5921|54756|9462|2246|2247|5781|3667|207|1437|208|2932|4193|673|1956|3265|8452|153090|2335|10197|1026|5595|5594|2475|5578|6464|54845|8660|9965|3845|408|1385|2254|2064|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-190236
@@Signaling by FGFR in disease	Reactome	R-HSA-1226099	14	57	1.76265013782e-09	9.51704265061e-09	2254|6774|6776|6777|9208|6772|3845|3265|5290|2263|2246|2247|5295|2260	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1226099
mTOR signaling pathway	KEGG PATHWAY	hsa04150	35	154	1.14113644103e-20	1.74780183467e-19	8503|5295|2475|5290|1856|8324|7248|5728|3479|5562|5563|6249|81029|208|7471|7474|3667|207|3480|2932|673|3265|387|7124|7249|6794|5595|5594|5578|1977|6502|3845|89780|6198|2535	http://www.genome.jp/kegg-bin/show_pathway?hsa04150/hsa:3667%09red/hsa:3479%09red/hsa:8503%09red/hsa:89780%09red/hsa:3480%09red/hsa:2535%09red/hsa:1856%09red/hsa:7474%09red/hsa:7471%09red/hsa:7124%09red/hsa:81029%09red/hsa:7249%09red/hsa:7248%09red/hsa:1977%09red/hsa:6502%09red/hsa:5728%09red/hsa:387%09red/hsa:5595%09red/hsa:5594%09red/hsa:6198%09red/hsa:5578%09red/hsa:5290%09red/hsa:673%09red/hsa:5295%09red/hsa:208%09red/hsa:3845%09red/hsa:207%09red/hsa:8324%09red/hsa:2932%09red/hsa:6794%09red/hsa:5562%09red/hsa:5563%09red/hsa:3265%09red/hsa:2475%09red/hsa:6249%09red
Hepatitis C	KEGG PATHWAY	hsa05160	33	133	1.43940146941e-20	2.18236525816e-19	10062|9076|8503|5295|9451|5290|7157|1965|3576|29110|4790|8517|207|208|2932|673|1956|3265|1950|5595|7124|9021|4792|10197|1026|1432|5594|5599|6772|1366|6774|3845|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa05160/hsa:29110%09red/hsa:10062%09red/hsa:8503%09red/hsa:8517%09red/hsa:6774%09red/hsa:7124%09red/hsa:10197%09red/hsa:1950%09red/hsa:1956%09red/hsa:5595%09red/hsa:5594%09red/hsa:9076%09red/hsa:5290%09red/hsa:673%09red/hsa:1366%09red/hsa:9451%09red/hsa:4792%09red/hsa:3576%09red/hsa:5599%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:3845%09red/hsa:207%09red/hsa:1026%09red/hsa:1432%09red/hsa:6772%09red/hsa:2932%09red/hsa:7157%09red/hsa:1965%09red/hsa:3265%09red/hsa:9021%09red
DAP12 interactions	Reactome	R-HSA-2172127	49	345	1.55343108879e-20	2.33170006427e-19	5159|152559|8503|5037|5295|5155|3718|5290|3717|5879|3164|2309|5728|7249|27161|5921|54756|9462|2246|2247|5781|3667|207|1437|5747|208|2932|4193|673|1956|3265|8452|153090|2335|10197|1026|5595|5594|2475|5578|6464|8660|9965|3845|408|1385|2254|2064|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2172127
Central carbon metabolism in cancer	KEGG PATHWAY	hsa05230	26	67	1.71400503991e-20	2.54724907416e-19	5159|8503|5295|2475|5290|5728|7157|6513|27165|2744|2263|2260|207|208|1956|3265|23410|4609|4233|5595|5594|4916|3091|3845|3099|2064	http://www.genome.jp/kegg-bin/show_pathway?hsa05230/hsa:8503%09red/hsa:5595%09red/hsa:7157%09red/hsa:2744%09red/hsa:5728%09red/hsa:2064%09red/hsa:1956%09red/hsa:4916%09red/hsa:5594%09red/hsa:27165%09red/hsa:5290%09red/hsa:5295%09red/hsa:5159%09red/hsa:208%09red/hsa:3099%09red/hsa:3845%09red/hsa:207%09red/hsa:3091%09red/hsa:6513%09red/hsa:4233%09red/hsa:23410%09red/hsa:2260%09red/hsa:3265%09red/hsa:2263%09red/hsa:2475%09red/hsa:4609%09red
Jak-STAT signaling pathway	KEGG PATHWAY	hsa04630	35	158	2.33010739948e-20	3.42891294767e-19	8503|3569|595|596|5295|3718|5290|3589|3717|2056|2688|5781|2475|3952|2033|894|207|208|5008|3265|3976|4609|9021|5777|1437|1026|4170|3565|6774|6776|6777|6772|50616|1387|51561	http://www.genome.jp/kegg-bin/show_pathway?hsa04630/hsa:3569%09red/hsa:8503%09red/hsa:3952%09red/hsa:5008%09red/hsa:595%09red/hsa:3565%09red/hsa:50616%09red/hsa:51561%09red/hsa:5781%09red/hsa:2688%09red/hsa:596%09red/hsa:894%09red/hsa:3718%09red/hsa:6777%09red/hsa:5290%09red/hsa:3717%09red/hsa:5295%09red/hsa:208%09red/hsa:3976%09red/hsa:207%09red/hsa:6776%09red/hsa:1026%09red/hsa:6774%09red/hsa:6772%09red/hsa:4170%09red/hsa:2033%09red/hsa:1437%09red/hsa:1387%09red/hsa:3589%09red/hsa:5777%09red/hsa:2056%09red/hsa:3265%09red/hsa:2475%09red/hsa:4609%09red/hsa:9021%09red
AMPK signaling pathway	KEGG PATHWAY	hsa04152	32	125	2.4745526502e-20	3.60611993005e-19	8503|595|3480|1080|5295|2475|5290|6720|2194|7249|7248|2309|2203|10891|3479|5562|5563|3952|3667|207|208|6885|23411|5468|3172|6794|1994|948|8660|9370|1385|6198	http://www.genome.jp/kegg-bin/show_pathway?hsa04152/hsa:3667%09red/hsa:8503%09red/hsa:3952%09red/hsa:948%09red/hsa:595%09red/hsa:3480%09red/hsa:6720%09red/hsa:1080%09red/hsa:6198%09red/hsa:3479%09red/hsa:7249%09red/hsa:7248%09red/hsa:10891%09red/hsa:9370%09red/hsa:5563%09red/hsa:1994%09red/hsa:6885%09red/hsa:8660%09red/hsa:5290%09red/hsa:5295%09red/hsa:208%09red/hsa:207%09red/hsa:1385%09red/hsa:23411%09red/hsa:6794%09red/hsa:5562%09red/hsa:3172%09red/hsa:2475%09red/hsa:2309%09red/hsa:5468%09red/hsa:2203%09red/hsa:2194%09red
Signaling by GPCR	Reactome	R-HSA-372790	95	1248	3.71378096976e-20	5.35998580347e-19	3717|3718|133|5744|23365|5747|5588|54756|4988|2246|2247|408|718|2854|673|1956|729230|6093|10197|5595|5594|5598|2492|2147|3845|89780|1385|2254|2064|2149|10803|5159|1129|5155|3667|391|8324|4283|3579|3576|9462|1234|1235|1236|3265|8452|153090|5321|388|389|1437|5578|9965|6370|5879|6374|6376|8503|152559|5037|387|7852|11343|185|6363|6367|6366|6364|5029|10563|6352|1020|6387|8660|728|10672|5295|5290|9181|6347|6348|5921|7471|7474|4314|207|208|998|6469|56413|2335|5443|6464|2535|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372790
Interleukin-3, 5 and GM-CSF signaling	Reactome	R-HSA-512988	42	252	4.67921899647e-20	6.6259506733e-19	5159|152559|8503|5037|5295|5155|3718|5290|5747|3717|4067|5781|54756|1398|7534|2246|2247|5921|3667|1399|1437|9462|673|1956|3265|8452|153090|5777|2335|10197|5595|5594|6776|6777|6464|8660|9965|3845|408|2254|2064|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-512988
Influenza A	KEGG PATHWAY	hsa05164	36	176	6.53283260118e-20	9.16428199474e-19	8503|114548|5295|8743|9451|5290|3725|4615|5045|3717|6347|1965|3576|7099|2033|29110|4790|56649|207|208|3838|2932|6352|7124|9021|4792|5595|5970|1432|5594|5578|5599|3569|6772|355|1387	http://www.genome.jp/kegg-bin/show_pathway?hsa05164/hsa:29110%09red/hsa:3569%09red/hsa:8503%09red/hsa:3838%09red/hsa:3725%09red/hsa:355%09red/hsa:5578%09red/hsa:7124%09red/hsa:7099%09red/hsa:6347%09red/hsa:4615%09red/hsa:8743%09red/hsa:5595%09red/hsa:5594%09red/hsa:56649%09red/hsa:5290%09red/hsa:3717%09red/hsa:9451%09red/hsa:4792%09red/hsa:3576%09red/hsa:5599%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:207%09red/hsa:1432%09red/hsa:114548%09red/hsa:6772%09red/hsa:2033%09red/hsa:2932%09red/hsa:1387%09red/hsa:1965%09red/hsa:6352%09red/hsa:5045%09red/hsa:9021%09red
Insulin resistance	KEGG PATHWAY	hsa04931	30	109	6.70643602558e-20	9.23519309577e-19	10062|8503|5295|2475|5290|6720|5524|5562|5728|4790|10891|6513|5588|5563|5781|3667|207|208|2932|7124|9021|4792|948|5599|3569|8660|6774|1385|5970|6198	http://www.genome.jp/kegg-bin/show_pathway?hsa04931/hsa:3667%09red/hsa:3569%09red/hsa:10062%09red/hsa:8503%09red/hsa:5588%09red/hsa:6720%09red/hsa:6198%09red/hsa:5781%09red/hsa:7124%09red/hsa:948%09red/hsa:5728%09red/hsa:10891%09red/hsa:8660%09red/hsa:5290%09red/hsa:4792%09red/hsa:5295%09red/hsa:5599%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:207%09red/hsa:6774%09red/hsa:5524%09red/hsa:2932%09red/hsa:6513%09red/hsa:1385%09red/hsa:5562%09red/hsa:5563%09red/hsa:2475%09red/hsa:9021%09red
PI3K/AKT activation	Reactome	R-HSA-198203	30	109	6.70643602558e-20	9.23519309577e-19	5159|8503|5295|5155|2475|5290|3164|2309|5728|7249|27161|5781|2246|2247|3667|207|208|2932|4193|1956|1950|387|1026|5595|5594|8660|9965|1385|2254|2064	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198203
MAPK family signaling cascades	Reactome	R-HSA-5683057	43	269	6.82245415993e-20	9.30954881278e-19	5159|152559|3717|5037|5155|3718|5058|5747|2309|2118|27161|5781|54756|9462|2246|2247|5921|3667|1437|8202|998|673|1956|3265|8452|153090|4609|3725|3315|2335|10197|5879|5595|5594|3569|6464|8660|9965|3845|408|2254|2064|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683057
Osteoclast differentiation	KEGG PATHWAY	hsa04380	32	132	9.91405348183e-20	1.34063011498e-18	8503|8600|5295|5290|27035|5468|3726|8792|4790|10859|8517|207|208|8061|6885|7040|7042|3725|7124|9021|7048|4792|5595|5879|1432|5594|5599|8878|6772|7046|1385|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa04380/hsa:8503%09red/hsa:3726%09red/hsa:3725%09red/hsa:8517%09red/hsa:27035%09red/hsa:7124%09red/hsa:8792%09red/hsa:8878%09red/hsa:8600%09red/hsa:5595%09red/hsa:5594%09red/hsa:6885%09red/hsa:5290%09red/hsa:4792%09red/hsa:5295%09red/hsa:5599%09red/hsa:4790%09red/hsa:208%09red/hsa:5879%09red/hsa:8061%09red/hsa:207%09red/hsa:1432%09red/hsa:6772%09red/hsa:10859%09red/hsa:1385%09red/hsa:7048%09red/hsa:7046%09red/hsa:7042%09red/hsa:7040%09red/hsa:5468%09red/hsa:9021%09red/hsa:5970%09red
Epstein-Barr virus infection	KEGG PATHWAY	hsa05169	38	204	1.0172882176e-19	1.36334787019e-18	8503|596|5295|3718|5290|1387|3066|3065|3725|9759|4067|7157|3315|5925|2033|7431|7534|29110|1460|7532|8517|207|208|2932|4193|9451|6885|4609|960|4790|4792|10014|1026|1432|5599|6502|6774|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa05169/hsa:29110%09red/hsa:8503%09red/hsa:596%09red/hsa:3725%09red/hsa:3718%09red/hsa:7431%09red/hsa:4067%09red/hsa:1460%09red/hsa:7532%09red/hsa:5925%09red/hsa:7534%09red/hsa:3315%09red/hsa:960%09red/hsa:6502%09red/hsa:3065%09red/hsa:3066%09red/hsa:10014%09red/hsa:8517%09red/hsa:6885%09red/hsa:5290%09red/hsa:9451%09red/hsa:4792%09red/hsa:6774%09red/hsa:5599%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:9759%09red/hsa:207%09red/hsa:1026%09red/hsa:1432%09red/hsa:2033%09red/hsa:2932%09red/hsa:1387%09red/hsa:7157%09red/hsa:4193%09red/hsa:4609%09red
Acute myeloid leukemia	KEGG PATHWAY	hsa05221	24	57	1.10378403561e-19	1.4661768473e-18	8503|595|11040|5295|2475|5290|1050|51176|8517|207|208|673|3265|4609|4790|5595|5594|861|6776|6777|6774|3845|5970|6198	http://www.genome.jp/kegg-bin/show_pathway?hsa05221/hsa:11040%09red/hsa:8503%09red/hsa:595%09red/hsa:8517%09red/hsa:861%09red/hsa:1050%09red/hsa:5595%09red/hsa:5594%09red/hsa:6198%09red/hsa:5290%09red/hsa:673%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:3845%09red/hsa:207%09red/hsa:6776%09red/hsa:6777%09red/hsa:6774%09red/hsa:51176%09red/hsa:3265%09red/hsa:2475%09red/hsa:4609%09red
Signaling by Insulin receptor	Reactome	R-HSA-74752	45	303	1.22335150328e-19	1.61074614599e-18	5159|152559|3717|5037|5295|5155|3718|5290|5562|5747|7248|1981|7249|5563|5781|54756|9462|2246|2247|5921|3667|207|1437|208|673|1956|3265|8452|153090|2335|10197|6794|5595|5594|2475|1977|6198|6464|8660|9965|3845|408|2254|2064|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74752
Alzheimer disease-presenilin pathway	PANTHER	P00004	30	112	1.28163021836e-19	1.67280605022e-18	11167|4323|4327|7224|8324|51176|1856|81029|7471|7474|4312|4313|4317|4318|999|2932|6868|72|1499|5045|5122|960|89780|2081|59|4855|4854|4853|4851|2535	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00004
PI3K/AKT Signaling in Cancer	Reactome	R-HSA-2219528	26	74	1.29496790967e-19	1.67564382104e-18	5159|8503|5295|5155|2475|5290|3164|2309|5728|7249|5781|2246|2247|3667|207|208|2932|4193|1956|1950|1026|8660|9965|1385|2254|2064	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219528
PDGF signaling pathway	PANTHER	P00047	31	123	1.42135964254e-19	1.82347078927e-18	5159|8503|5295|5155|3718|5290|6722|3717|2078|5921|2113|25803|208|2932|673|3265|4609|3725|5595|5594|5578|5599|5598|6776|6777|6464|6772|2002|6774|2001|6198	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00047
Role of LAT2/NTAL/LAB on calcium mobilization	Reactome	R-HSA-2730905	30	114	1.95519921669e-19	2.48707968157e-18	5159|8503|5295|5155|2475|5290|3164|2309|5728|4067|7249|27161|5781|2246|2247|3667|207|208|2932|4193|1956|1950|1026|5595|5594|8660|9965|1385|2254|2064	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2730905
T cell receptor signaling pathway	KEGG PATHWAY	hsa04660	29	105	2.5603150224e-19	3.22943936859e-18	8503|10298|5295|5290|5058|3725|5133|5588|5777|57144|8517|207|1437|208|2932|998|6885|3265|387|5595|7124|4790|4792|868|1432|5594|3565|3845|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa04660/hsa:10298%09red/hsa:8503%09red/hsa:57144%09red/hsa:3725%09red/hsa:5588%09red/hsa:3565%09red/hsa:8517%09red/hsa:868%09red/hsa:7124%09red/hsa:5058%09red/hsa:387%09red/hsa:5595%09red/hsa:5594%09red/hsa:6885%09red/hsa:5290%09red/hsa:998%09red/hsa:4792%09red/hsa:5295%09red/hsa:4790%09red/hsa:5133%09red/hsa:208%09red/hsa:5970%09red/hsa:3845%09red/hsa:207%09red/hsa:1432%09red/hsa:2932%09red/hsa:1437%09red/hsa:5777%09red/hsa:3265%09red
Small cell lung cancer	KEGG PATHWAY	hsa05222	27	86	2.83262411682e-19	3.54314066613e-18	8503|595|596|5295|5290|5743|1871|3673|3675|5728|7157|5925|8517|207|5747|208|3918|4609|1869|4790|4792|3688|2335|6502|3685|5915|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa05222/hsa:3918%09red/hsa:8503%09red/hsa:596%09red/hsa:595%09red/hsa:2335%09red/hsa:5925%09red/hsa:5743%09red/hsa:5747%09red/hsa:6502%09red/hsa:5728%09red/hsa:1871%09red/hsa:3675%09red/hsa:8517%09red/hsa:3673%09red/hsa:5290%09red/hsa:4792%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:207%09red/hsa:3688%09red/hsa:5915%09red/hsa:3685%09red/hsa:7157%09red/hsa:4609%09red/hsa:1869%09red
PI-3K cascade:FGFR4	Reactome	R-HSA-5654720	29	106	3.18552177806e-19	3.79481602291e-18	5159|8503|5295|5155|2475|5290|3164|2309|5728|7249|27161|5781|2246|2247|3667|207|208|2932|4193|1956|1950|1026|5595|5594|8660|9965|1385|2254|2064	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654720
PI-3K cascade:FGFR3	Reactome	R-HSA-5654710	29	106	3.18552177806e-19	3.79481602291e-18	5159|8503|5295|5155|2475|5290|3164|2309|5728|7249|27161|5781|2246|2247|3667|207|208|2932|4193|1956|1950|1026|5595|5594|8660|9965|1385|2254|2064	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654710
PI-3K cascade:FGFR1	Reactome	R-HSA-5654689	29	106	3.18552177806e-19	3.79481602291e-18	5159|8503|5295|5155|2475|5290|3164|2309|5728|7249|27161|5781|2246|2247|3667|207|208|2932|4193|1956|1950|1026|5595|5594|8660|9965|1385|2254|2064	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654689
PIP3 activates AKT signaling	Reactome	R-HSA-1257604	29	106	3.18552177806e-19	3.79481602291e-18	5159|8503|5295|5155|2475|5290|3164|2309|5728|7249|27161|5781|2246|2247|3667|207|208|2932|4193|1956|1950|1026|5595|5594|8660|9965|1385|2254|2064	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1257604
PI-3K cascade:FGFR2	Reactome	R-HSA-5654695	29	106	3.18552177806e-19	3.79481602291e-18	5159|8503|5295|5155|2475|5290|3164|2309|5728|7249|27161|5781|2246|2247|3667|207|208|2932|4193|1956|1950|1026|5595|5594|8660|9965|1385|2254|2064	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654695
PI3K events in ERBB4 signaling	Reactome	R-HSA-1250342	29	106	3.18552177806e-19	3.79481602291e-18	5159|8503|5295|5155|2475|5290|3164|2309|5728|7249|27161|5781|2246|2247|3667|207|208|2932|4193|1956|1950|1026|5595|5594|8660|9965|1385|2254|2064	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1250342
Apoptosis	KEGG PATHWAY	hsa04210	32	140	4.43590899129e-19	5.24275542987e-18	8503|596|4170|5295|8743|9451|5290|332|7157|4001|8517|142|207|208|3265|153090|3725|7124|4790|4792|27113|5595|5594|5599|2081|472|4000|355|3845|1965|1514|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa04210/hsa:8503%09red/hsa:596%09red/hsa:3725%09red/hsa:27113%09red/hsa:8517%09red/hsa:355%09red/hsa:332%09red/hsa:153090%09red/hsa:4000%09red/hsa:4001%09red/hsa:7124%09red/hsa:8743%09red/hsa:5595%09red/hsa:5594%09red/hsa:2081%09red/hsa:5290%09red/hsa:9451%09red/hsa:4792%09red/hsa:5295%09red/hsa:5599%09red/hsa:4790%09red/hsa:208%09red/hsa:142%09red/hsa:3845%09red/hsa:207%09red/hsa:472%09red/hsa:4170%09red/hsa:1514%09red/hsa:7157%09red/hsa:1965%09red/hsa:3265%09red/hsa:5970%09red
@@Apoptosis	Reactome	R-HSA-109581	27	161	1.89973916131e-13	1.44015579855e-12	596|8626|8743|3146|5747|7159|7157|4001|5588|7099|7431|7534|7532|207|208|2934|999|27113|6304|1869|6093|10197|7082|5599|7161|929|51765	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-109581
Adipocytokine signaling pathway	KEGG PATHWAY	hsa04920	25	70	4.71517507292e-19	5.5292795191e-18	3717|2475|5562|4790|10891|6513|5588|5563|5781|3952|8517|3667|207|208|7124|9021|6774|4792|6794|948|5599|8660|5443|9370|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa04920/hsa:3667%09red/hsa:3952%09red/hsa:5588%09red/hsa:5781%09red/hsa:7124%09red/hsa:9370%09red/hsa:948%09red/hsa:10891%09red/hsa:8517%09red/hsa:8660%09red/hsa:3717%09red/hsa:4792%09red/hsa:5599%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:207%09red/hsa:6774%09red/hsa:6513%09red/hsa:5443%09red/hsa:6794%09red/hsa:5562%09red/hsa:5563%09red/hsa:2475%09red/hsa:9021%09red
GAB1 signalosome	Reactome	R-HSA-180292	29	109	6.06266220984e-19	7.05430695889e-18	5159|8503|5295|5155|2475|5290|3164|2309|5728|7249|27161|5781|2246|2247|3667|207|208|2932|4193|1956|1950|1026|5595|5594|8660|9965|1385|2254|2064	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180292
Metabolism of proteins	Reactome	R-HSA-392499	98	1378	7.03386195847e-19	8.12140523051e-18	4303|114548|2099|6478|55294|6477|1460|408|672|7046|7040|7048|10197|6790|8877|4878|2147|1080|8239|23265|6901|3309|56648|86|3576|3479|367|4194|8517|3952|2934|64750|4193|1936|387|9314|5122|7703|6774|6502|7158|3014|3015|3091|29843|648|23326|9126|332|7347|2801|1984|1981|7157|2688|7415|5029|3607|2627|2625|60412|6489|4609|6480|1977|51720|4087|4088|4089|9451|59343|7039|3068|7295|5728|6347|4000|1965|2033|8841|4092|4312|4313|142|9112|8312|8243|5045|4792|1045|5443|2081|6464|22803|6885|4585|8850|4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392499
Cellular Senescence	Reactome	R-HSA-2559583	36	192	7.79777438144e-19	8.93470179126e-18	23512|3490|1871|1051|8091|7157|4001|3576|6667|5925|2113|2114|10919|7295|9448|23135|4193|1869|3725|4790|6774|5595|1026|1432|5594|3397|5599|5598|3569|3014|3015|472|2146|648|5970|8726	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559583
Signaling by TGF-beta Receptor Complex	Reactome	R-HSA-170834	25	72	8.19793991299e-19	9.32205137076e-18	23327|6497|4087|4088|4089|8239|4609|6498|50855|56288|3065|5054|5045|6667|51592|50848|4092|142|64750|7046|7040|387|3726|7048|25937	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-170834
Toll-like receptor signaling pathway	KEGG PATHWAY	hsa04620	28	106	2.86392678654e-18	3.23214594481e-17	8503|5295|5290|3725|4615|4283|6348|3576|7099|29110|8517|207|208|6885|6352|7124|4790|4792|5595|5879|1432|5594|5599|3569|6772|929|5970|6696	http://www.genome.jp/kegg-bin/show_pathway?hsa04620/hsa:29110%09red/hsa:3569%09red/hsa:8503%09red/hsa:3725%09red/hsa:8517%09red/hsa:929%09red/hsa:4283%09red/hsa:7124%09red/hsa:7099%09red/hsa:4615%09red/hsa:6348%09red/hsa:5595%09red/hsa:5594%09red/hsa:6885%09red/hsa:5290%09red/hsa:4792%09red/hsa:3576%09red/hsa:5599%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:5970%09red/hsa:207%09red/hsa:1432%09red/hsa:6772%09red/hsa:6352%09red/hsa:6696%09red/hsa:5879%09red
Non-alcoholic fatty liver disease (NAFLD)	KEGG PATHWAY	hsa04932	32	151	3.0372154214e-18	3.4021345877e-17	10062|8503|3569|5295|9451|5290|6720|7494|1050|1965|3576|5562|5563|83737|3952|4790|3667|207|208|2932|998|7040|3725|7124|9021|5879|5599|2081|8660|355|9370|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa04932/hsa:3667%09red/hsa:3569%09red/hsa:10062%09red/hsa:8503%09red/hsa:3952%09red/hsa:3725%09red/hsa:355%09red/hsa:6720%09red/hsa:83737%09red/hsa:7124%09red/hsa:9370%09red/hsa:1050%09red/hsa:7494%09red/hsa:998%09red/hsa:2081%09red/hsa:8660%09red/hsa:5290%09red/hsa:9451%09red/hsa:3576%09red/hsa:5599%09red/hsa:5295%09red/hsa:4790%09red/hsa:208%09red/hsa:5879%09red/hsa:207%09red/hsa:2932%09red/hsa:1965%09red/hsa:5562%09red/hsa:5563%09red/hsa:7040%09red/hsa:9021%09red/hsa:5970%09red
Interleukin-2 signaling	Reactome	R-HSA-451927	39	243	3.20293937799e-18	3.56119407878e-17	5159|152559|8503|6777|5037|5295|5155|3718|5290|5747|3717|5921|54756|9462|2246|2247|408|3667|1437|673|1956|3265|8452|153090|5777|2335|10197|5595|5594|6776|84868|6464|8660|9965|3965|3845|2254|2064|1950	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-451927
TCF dependent signaling in response to WNT	Reactome	R-HSA-201681	38	232	4.73584409568e-18	5.22683969677e-17	55366|22943|8549|3065|64321|7015|10023|51176|857|8945|6662|89780|1856|25776|2033|7474|1460|207|208|64750|2932|8452|8312|4609|1499|10197|7471|6659|6658|6657|7088|6423|3014|3015|7534|1487|1387|2535	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-201681
