##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Hepatitis B	KEGG PATHWAY	hsa05161	24	146	4.46901670068e-14	1.65824040736e-12	8503|595|5295|332|5970|4615|3576|7099|5925|2033|29110|8517|208|1871|1869|3725|4792|1026|3569|6772|2002|355|1385|1387	http://www.genome.jp/kegg-bin/show_pathway?hsa05161/hsa:29110%09red/hsa:3569%09red/hsa:8503%09red/hsa:595%09red/hsa:3725%09red/hsa:355%09red/hsa:332%09red/hsa:5925%09red/hsa:7099%09red/hsa:2002%09red/hsa:1871%09red/hsa:4615%09red/hsa:8517%09red/hsa:4792%09red/hsa:3576%09red/hsa:5295%09red/hsa:208%09red/hsa:5970%09red/hsa:1026%09red/hsa:6772%09red/hsa:2033%09red/hsa:1387%09red/hsa:1385%09red/hsa:1869%09red
Disease	Reactome	R-HSA-1643685	58	902	4.60895017748e-14	1.66631275647e-12	5159|23327|8503|1080|2719|9208|1387|3066|3065|5970|4854|3164|4615|9759|8850|2309|1545|8945|929|6513|7249|7099|2033|10015|7415|8841|3280|5781|1234|8517|3667|5295|208|3838|4193|55869|1464|229|9420|102|5045|7048|4792|10014|10197|1026|948|5443|6500|6464|6772|8660|9965|79718|22943|1385|4855|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1643685
Longevity regulating pathway	KEGG PATHWAY	hsa04211	20	94	8.66245366872e-14	3.05351491822e-12	2309|8503|6648|1977|208|10891|5295|3479|5562|7248|8660|23411|7249|9370|3667|1385|5970|6198|5563|10919	http://www.genome.jp/kegg-bin/show_pathway?hsa04211/hsa:3667%09red/hsa:1385%09red/hsa:8503%09red/hsa:23411%09red/hsa:8660%09red/hsa:9370%09red/hsa:3479%09red/hsa:7249%09red/hsa:7248%09red/hsa:1977%09red/hsa:5295%09red/hsa:10919%09red/hsa:208%09red/hsa:5562%09red/hsa:5970%09red/hsa:10891%09red/hsa:6648%09red/hsa:6198%09red/hsa:2309%09red/hsa:5563%09red
Adaptive Immune System	Reactome	R-HSA-1280218	53	787	1.09372414953e-13	3.76134402642e-12	5159|23327|8503|3309|5588|5970|3164|4615|2309|6478|8945|4067|55294|929|5133|718|6477|6786|7249|7099|83737|4591|27161|5777|5781|8517|3667|5295|10197|208|64750|4193|998|81559|8452|1385|9021|4792|868|1026|9902|100507436|948|6502|6500|3685|8660|9965|1514|2254|10859|9690|7428	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1280218
Insulin resistance	KEGG PATHWAY	hsa04931	21	109	1.13997514686e-13	3.82705942159e-12	10062|8503|3569|948|6198|10891|6513|3667|5562|5563|8660|6720|5524|5588|208|1385|5295|5970|9021|4792|5781	http://www.genome.jp/kegg-bin/show_pathway?hsa04931/hsa:3667%09red/hsa:3569%09red/hsa:10062%09red/hsa:5563%09red/hsa:8503%09red/hsa:8660%09red/hsa:5524%09red/hsa:5781%09red/hsa:4792%09red/hsa:1385%09red/hsa:948%09red/hsa:5295%09red/hsa:208%09red/hsa:5562%09red/hsa:5970%09red/hsa:5588%09red/hsa:6513%09red/hsa:10891%09red/hsa:6198%09red/hsa:9021%09red/hsa:6720%09red
Signaling by ERBB4	Reactome	R-HSA-1236394	33	317	1.26322270701e-13	4.14219538809e-12	5159|152559|8503|5037|5295|3718|3164|2309|8945|7249|83737|2688|5921|54756|9462|27161|5781|3667|1437|208|4193|8452|153090|10197|1026|6500|6464|8660|9965|408|1385|2254|51741	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236394
Signaling by EGFR	Reactome	R-HSA-177929	34	338	1.31952420481e-13	4.1768452216e-12	5159|152559|8503|5037|5295|3718|10253|10252|3164|2309|7249|27161|5921|54756|9462|26018|5781|8038|3667|1437|208|4193|998|8452|153090|102|10197|1026|6464|8660|9965|408|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-177929
TNF signaling pathway	KEGG PATHWAY	hsa04668	21	110	1.33303570902e-13	4.1768452216e-12	8517|8503|5295|6352|6347|1051|208|3569|3976|83737|355|6376|153090|1437|3725|3726|5970|9021|1385|4792|6364	http://www.genome.jp/kegg-bin/show_pathway?hsa04668/hsa:3569%09red/hsa:8517%09red/hsa:8503%09red/hsa:208%09red/hsa:1437%09red/hsa:3726%09red/hsa:6376%09red/hsa:3725%09red/hsa:4792%09red/hsa:5295%09red/hsa:1051%09red/hsa:6347%09red/hsa:83737%09red/hsa:355%09red/hsa:5970%09red/hsa:6352%09red/hsa:6364%09red/hsa:3976%09red/hsa:153090%09red/hsa:1385%09red/hsa:9021%09red
Non-alcoholic fatty liver disease (NAFLD)	KEGG PATHWAY	hsa04932	23	151	6.23962191658e-13	1.91257976139e-11	10062|8503|3569|5295|9451|6720|7494|1050|1965|3576|5562|5563|83737|9370|3667|208|998|3725|9021|2081|8660|355|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa04932/hsa:3667%09red/hsa:3569%09red/hsa:10062%09red/hsa:8503%09red/hsa:9370%09red/hsa:3725%09red/hsa:355%09red/hsa:6720%09red/hsa:83737%09red/hsa:1050%09red/hsa:7494%09red/hsa:998%09red/hsa:2081%09red/hsa:8660%09red/hsa:9451%09red/hsa:3576%09red/hsa:5295%09red/hsa:208%09red/hsa:5970%09red/hsa:1965%09red/hsa:5562%09red/hsa:5563%09red/hsa:9021%09red
Measles	KEGG PATHWAY	hsa05162	22	136	6.78192147212e-13	2.03457644163e-11	8503|595|5295|8743|9451|4615|1965|5588|7099|29110|894|208|3718|10399|4792|868|27113|3565|3569|6772|355|5970	http://www.genome.jp/kegg-bin/show_pathway?hsa05162/hsa:29110%09red/hsa:3569%09red/hsa:8503%09red/hsa:595%09red/hsa:5588%09red/hsa:3565%09red/hsa:27113%09red/hsa:355%09red/hsa:10399%09red/hsa:868%09red/hsa:7099%09red/hsa:4615%09red/hsa:8743%09red/hsa:894%09red/hsa:3718%09red/hsa:9451%09red/hsa:4792%09red/hsa:5295%09red/hsa:208%09red/hsa:5970%09red/hsa:6772%09red/hsa:1965%09red
Focal adhesion	KEGG PATHWAY	hsa04510	26	203	7.25218189253e-13	2.13032843093e-11	5159|8503|595|10298|5295|4633|3673|81|3675|3694|3479|80310|1399|1398|55742|57144|894|208|998|3918|3725|5228|2316|6464|3685|2002	http://www.genome.jp/kegg-bin/show_pathway?hsa04510/hsa:3918%09red/hsa:10298%09red/hsa:8503%09red/hsa:595%09red/hsa:3725%09red/hsa:55742%09red/hsa:1399%09red/hsa:1398%09red/hsa:4633%09red/hsa:3479%09red/hsa:3694%09red/hsa:2002%09red/hsa:2316%09red/hsa:81%09red/hsa:6464%09red/hsa:57144%09red/hsa:3675%09red/hsa:894%09red/hsa:3673%09red/hsa:998%09red/hsa:5295%09red/hsa:5159%09red/hsa:208%09red/hsa:5228%09red/hsa:80310%09red/hsa:3685%09red
Signaling by NOTCH1	Reactome	R-HSA-1980143	17	70	1.00235076307e-12	2.88431546108e-11	3280|8850|79718|7088|1272|6500|55869|83737|408|2033|3066|3065|102|8841|1387|9759|10014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980143
Signaling by the B Cell Receptor (BCR)	Reactome	R-HSA-983705	26	207	1.08542101267e-12	3.06088725574e-11	5159|8503|5295|5970|3164|2309|8945|4067|6786|7249|27161|4792|5781|8517|3667|10197|208|4193|5777|868|1026|6500|8660|9965|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983705
Jak-STAT signaling pathway	KEGG PATHWAY	hsa04630	23	158	1.44620542993e-12	3.99833265922e-11	8503|595|5295|3718|3589|2688|5781|3976|2033|894|208|5008|51561|9021|5777|1437|1026|4170|3565|3569|6772|50616|1387	http://www.genome.jp/kegg-bin/show_pathway?hsa04630/hsa:3569%09red/hsa:8503%09red/hsa:5008%09red/hsa:595%09red/hsa:3565%09red/hsa:50616%09red/hsa:51561%09red/hsa:5781%09red/hsa:2688%09red/hsa:3976%09red/hsa:894%09red/hsa:3718%09red/hsa:5295%09red/hsa:208%09red/hsa:1026%09red/hsa:6772%09red/hsa:2033%09red/hsa:4170%09red/hsa:1437%09red/hsa:1387%09red/hsa:3589%09red/hsa:5777%09red/hsa:9021%09red
Influenza A	KEGG PATHWAY	hsa05164	24	176	1.66488600264e-12	4.51440243025e-11	8503|114548|5295|8743|9451|4615|6347|1965|3576|7099|2033|29110|208|3838|3725|5045|9021|4792|5970|6352|3569|6772|355|1387	http://www.genome.jp/kegg-bin/show_pathway?hsa05164/hsa:29110%09red/hsa:3569%09red/hsa:8503%09red/hsa:3838%09red/hsa:3725%09red/hsa:355%09red/hsa:7099%09red/hsa:6347%09red/hsa:4615%09red/hsa:8743%09red/hsa:9451%09red/hsa:4792%09red/hsa:3576%09red/hsa:5295%09red/hsa:208%09red/hsa:5970%09red/hsa:114548%09red/hsa:6772%09red/hsa:2033%09red/hsa:1387%09red/hsa:1965%09red/hsa:6352%09red/hsa:5045%09red/hsa:9021%09red
Peptide ligand-binding receptors	Reactome	R-HSA-375276	25	196	2.17464905795e-12	5.78538711642e-11	4283|3579|6347|6348|3576|185|6363|4988|6367|6366|6364|1234|1235|1236|728|718|10563|729230|6352|5443|2147|6376|6370|2149|10803	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-375276
Signaling by SCF-KIT	Reactome	R-HSA-1433557	31	313	2.29533262693e-12	5.99336852587e-11	5159|152559|8503|5037|5295|3718|3164|2309|4067|7249|27161|5921|54756|9462|5781|3667|1437|208|4193|8452|153090|5777|10197|1026|6464|6772|8660|9965|408|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1433557
Signaling by PDGF	Reactome	R-HSA-186797	33	356	2.36892849804e-12	6.07307124044e-11	5159|152559|8503|5037|5295|3718|3164|2309|7249|27161|5921|54756|9462|80310|3667|1399|1437|208|1398|4193|8452|153090|5045|10197|1026|6464|6772|8660|9965|5781|408|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186797
Prostate cancer	KEGG PATHWAY	hsa05215	18	89	3.16978309495e-12	7.90272064541e-11	5159|8517|8503|1026|595|208|5295|3479|4193|5925|1387|2033|80310|1871|1869|1385|5970|4792	http://www.genome.jp/kegg-bin/show_pathway?hsa05215/hsa:208%09red/hsa:1026%09red/hsa:8517%09red/hsa:8503%09red/hsa:2033%09red/hsa:1387%09red/hsa:595%09red/hsa:3479%09red/hsa:4792%09red/hsa:5295%09red/hsa:5159%09red/hsa:1871%09red/hsa:80310%09red/hsa:5970%09red/hsa:4193%09red/hsa:1385%09red/hsa:1869%09red/hsa:5925%09red
Longevity regulating pathway - multiple species	KEGG PATHWAY	hsa04213	16	64	3.19471685665e-12	7.90272064541e-11	2309|8503|6648|208|5295|3479|5562|5563|8660|1410|23411|3066|3065|3667|3170|6198	http://www.genome.jp/kegg-bin/show_pathway?hsa04213/hsa:3667%09red/hsa:8503%09red/hsa:6198%09red/hsa:8660%09red/hsa:3479%09red/hsa:5295%09red/hsa:23411%09red/hsa:208%09red/hsa:5562%09red/hsa:5563%09red/hsa:3066%09red/hsa:3065%09red/hsa:6648%09red/hsa:1410%09red/hsa:2309%09red/hsa:3170%09red
NGF signalling via TRKA from the plasma membrane	Reactome	R-HSA-187037	33	363	3.84944088264e-12	9.35812352503e-11	5159|152559|8503|5037|5295|3718|3164|4205|2309|2002|7249|27161|5921|54756|9462|5781|3667|1399|1437|208|1398|4193|8452|153090|10197|1026|4915|6464|8660|9965|408|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-187037
p53 pathway	PANTHER	P00059	17	79	5.3629498642e-12	1.28165412009e-10	8503|1026|208|4194|5295|6477|4193|8493|355|1387|23411|3065|5054|2033|25942|3732|8850	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00059
Renal cell carcinoma	KEGG PATHWAY	hsa05211	16	67	5.8034717577e-12	1.36381586306e-10	8503|112399|10298|5295|208|6513|998|1387|2033|5781|1399|1398|3725|2113|57144|7428	http://www.genome.jp/kegg-bin/show_pathway?hsa05211/hsa:2113%09red/hsa:10298%09red/hsa:8503%09red/hsa:2033%09red/hsa:5781%09red/hsa:1399%09red/hsa:1398%09red/hsa:57144%09red/hsa:3725%09red/hsa:112399%09red/hsa:1387%09red/hsa:5295%09red/hsa:208%09red/hsa:6513%09red/hsa:998%09red/hsa:7428%09red
Downstream signal transduction	Reactome	R-HSA-186763	31	329	7.46653065976e-12	1.72587020168e-10	5159|152559|8503|5037|5295|3718|3164|2309|7249|27161|5921|54756|9462|5781|3667|1399|1437|208|1398|4193|8452|153090|10197|1026|6464|6772|8660|9965|408|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-186763
Ras signaling pathway	KEGG PATHWAY	hsa04014	26	228	7.8851467509e-12	1.7932349869e-10	4303|5159|8503|10298|5295|1969|3479|5921|9462|29110|2113|57144|80310|8517|11186|208|998|5228|5321|5970|2114|6464|2002|9965|5781|2254	http://www.genome.jp/kegg-bin/show_pathway?hsa04014/hsa:29110%09red/hsa:10298%09red/hsa:8503%09red/hsa:5321%09red/hsa:11186%09red/hsa:2002%09red/hsa:5921%09red/hsa:2254%09red/hsa:3479%09red/hsa:4303%09red/hsa:6464%09red/hsa:57144%09red/hsa:8517%09red/hsa:5228%09red/hsa:998%09red/hsa:5295%09red/hsa:5159%09red/hsa:208%09red/hsa:5970%09red/hsa:2113%09red/hsa:80310%09red/hsa:9462%09red/hsa:2114%09red/hsa:5781%09red/hsa:9965%09red/hsa:1969%09red
Signaling by GPCR	Reactome	R-HSA-372790	65	1248	1.01578032515e-11	2.26402795366e-10	5159|1129|8503|1235|5037|9181|3718|729230|133|388|391|23365|11343|8324|718|2147|4283|3579|6347|152559|6348|3576|2149|5588|5029|5921|54756|185|6363|4988|6367|6366|6364|1234|10563|1236|5295|1437|208|9462|2854|998|10672|8452|153090|5321|3667|389|10197|56413|6352|1020|5443|2492|6464|8660|9965|10803|6376|408|6370|1385|2254|728|2535	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372790
Adipocytokine signaling pathway	KEGG PATHWAY	hsa04920	16	70	1.02764389386e-11	2.26402795366e-10	8517|3667|948|5443|208|10891|6513|5562|5563|8660|5588|9370|5970|9021|4792|5781	http://www.genome.jp/kegg-bin/show_pathway?hsa04920/hsa:3667%09red/hsa:8517%09red/hsa:8660%09red/hsa:5588%09red/hsa:9370%09red/hsa:6513%09red/hsa:5443%09red/hsa:5781%09red/hsa:4792%09red/hsa:208%09red/hsa:948%09red/hsa:5562%09red/hsa:5970%09red/hsa:10891%09red/hsa:9021%09red/hsa:5563%09red
Regulation of actin cytoskeleton	KEGG PATHWAY	hsa04810	25	215	1.35531976023e-11	2.8954558514e-10	5159|1129|8503|10298|10672|5295|4633|5217|23365|3673|81|3675|929|3694|80310|1399|1398|57144|998|85477|3685|2147|9965|2254|2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04810/hsa:10298%09red/hsa:8503%09red/hsa:57144%09red/hsa:10672%09red/hsa:929%09red/hsa:2149%09red/hsa:1399%09red/hsa:2254%09red/hsa:4633%09red/hsa:3694%09red/hsa:2147%09red/hsa:85477%09red/hsa:81%09red/hsa:5217%09red/hsa:3675%09red/hsa:3673%09red/hsa:998%09red/hsa:5295%09red/hsa:5159%09red/hsa:23365%09red/hsa:1129%09red/hsa:80310%09red/hsa:3685%09red/hsa:1398%09red/hsa:9965%09red
IGF1R signaling cascade	Reactome	R-HSA-2428924	28	280	2.1575054323e-11	4.40881544862e-10	5159|152559|5037|5295|3718|7249|5563|1981|3479|5562|7248|5921|54756|9462|5781|3667|1437|208|8452|153090|10197|1977|6464|8660|9965|408|2254|6198	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2428924
Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	Reactome	R-HSA-2404192	28	280	2.1575054323e-11	4.40881544862e-10	5159|152559|5037|5295|3718|7249|5563|1981|3479|5562|7248|5921|54756|9462|5781|3667|1437|208|8452|153090|10197|1977|6464|8660|9965|408|2254|6198	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2404192
IRS-related events triggered by IGF1R	Reactome	R-HSA-2428928	28	280	2.1575054323e-11	4.40881544862e-10	5159|152559|5037|5295|3718|7249|5563|1981|3479|5562|7248|5921|54756|9462|5781|3667|1437|208|8452|153090|10197|1977|6464|8660|9965|408|2254|6198	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2428928
Interleukin signaling pathway	PANTHER	P00036	17	88	2.39577884205e-11	4.82578309613e-10	2309|8660|3667|1026|3579|3605|3565|208|3576|6464|3718|6772|2002|5921|3589|3569|51561	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00036
Thyroid hormone signaling pathway	KEGG PATHWAY	hsa04919	19	118	2.69476527779e-11	5.35157611504e-10	8503|1387|595|208|6513|8202|4193|7249|4854|6772|2033|3066|3065|3685|8841|4855|25942|5295|8850	http://www.genome.jp/kegg-bin/show_pathway?hsa04919/hsa:6772%09red/hsa:8503%09red/hsa:2033%09red/hsa:4193%09red/hsa:6513%09red/hsa:595%09red/hsa:3066%09red/hsa:7249%09red/hsa:8850%09red/hsa:1387%09red/hsa:5295%09red/hsa:3685%09red/hsa:208%09red/hsa:3065%09red/hsa:25942%09red/hsa:8841%09red/hsa:4855%09red/hsa:4854%09red/hsa:8202%09red
Chagas disease (American trypanosomiasis)	KEGG PATHWAY	hsa05142	18	104	3.1145136027e-11	6.09925580528e-10	8517|8503|3569|6352|6347|718|6348|3576|7099|355|208|5054|3725|4615|5970|5295|7048|4792	http://www.genome.jp/kegg-bin/show_pathway?hsa05142/hsa:3569%09red/hsa:8517%09red/hsa:8503%09red/hsa:4615%09red/hsa:7099%09red/hsa:3725%09red/hsa:4792%09red/hsa:3576%09red/hsa:5295%09red/hsa:6347%09red/hsa:718%09red/hsa:208%09red/hsa:355%09red/hsa:5970%09red/hsa:6352%09red/hsa:7048%09red/hsa:5054%09red/hsa:6348%09red
Signaling by Wnt	Reactome	R-HSA-195721	30	329	3.42338663589e-11	6.61229473507e-10	55366|6500|50855|8549|3065|64321|8324|7015|10023|8945|1856|25776|81029|27161|208|64750|6423|8452|22943|2033|10197|6659|4919|6657|7088|6658|3014|3015|1387|2535	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195721
Hippo signaling pathway	KEGG PATHWAY	hsa04390	21	154	4.07357183896e-11	7.76180580127e-10	11186|50855|27113|84962|7159|8945|6657|894|5584|1856|332|5054|654|2736|81029|4771|8324|595|2535|7048|7532	http://www.genome.jp/kegg-bin/show_pathway?hsa04390/hsa:7159%09red/hsa:7532%09red/hsa:894%09red/hsa:654%09red/hsa:7048%09red/hsa:595%09red/hsa:81029%09red/hsa:2535%09red/hsa:84962%09red/hsa:4771%09red/hsa:1856%09red/hsa:27113%09red/hsa:8945%09red/hsa:2736%09red/hsa:5054%09red/hsa:332%09red/hsa:50855%09red/hsa:6657%09red/hsa:11186%09red/hsa:5584%09red/hsa:8324%09red
Downstream signaling events of B Cell Receptor (BCR)	Reactome	R-HSA-1168372	22	177	7.12693402689e-11	1.33986359706e-09	5159|8503|5295|5970|3164|2309|8945|7249|27161|5781|8517|3667|208|4193|4792|10197|1026|6500|8660|9965|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1168372
NOTCH1 Intracellular Domain Regulates Transcription	Reactome	R-HSA-2122947	13	45	7.55587246922e-11	1.40181318179e-09	3280|8850|79718|7088|6500|55869|2033|3066|3065|8841|1387|9759|10014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2122947
IRS-mediated signalling	Reactome	R-HSA-112399	27	276	7.74202665608e-11	1.41769579027e-09	5159|152559|5037|5295|3718|7249|5563|1981|5562|7248|5921|54756|9462|5781|3667|1437|208|8452|153090|10197|1977|6464|8660|9965|408|2254|6198	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112399
Wnt signaling pathway	KEGG PATHWAY	hsa04310	20	143	7.88133222848e-11	1.42470236438e-09	81839|595|5176|8945|79718|6500|6477|1856|6423|59343|2033|81029|22943|64321|8324|3725|894|1387|10023|2535	http://www.genome.jp/kegg-bin/show_pathway?hsa04310/hsa:81839%09red/hsa:6500%09red/hsa:894%09red/hsa:81029%09red/hsa:22943%09red/hsa:2033%09red/hsa:79718%09red/hsa:1387%09red/hsa:595%09red/hsa:3725%09red/hsa:10023%09red/hsa:2535%09red/hsa:64321%09red/hsa:1856%09red/hsa:8945%09red/hsa:59343%09red/hsa:6477%09red/hsa:6423%09red/hsa:5176%09red/hsa:8324%09red
@@Wnt signaling pathway	PANTHER	P00057	27	294	2.83295573432e-10	4.53916771067e-09	595|3066|3065|8324|5584|6478|8945|6477|1856|2033|81029|8841|408|55869|72|5101|6862|59|1003|6423|7088|11167|79718|1009|1387|5588|2535	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00057
Signaling by FGFR4	Reactome	R-HSA-5654743	29	320	8.31818994058e-11	1.48463896408e-09	5159|152559|8503|5037|5295|3718|10253|3164|2309|7249|27161|5921|54756|9462|5781|3667|1437|208|4193|8452|153090|10197|1026|6464|8660|9965|408|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654743
@@Signaling by FGFR4 in disease	Reactome	R-HSA-5655291	1	10	0.194841914196	0.283223813419	5295	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655291
Signaling by FGFR3	Reactome	R-HSA-5654741	29	321	8.90489149729e-11	1.5694871264e-09	5159|152559|8503|5037|5295|3718|10253|3164|2309|7249|27161|5921|54756|9462|5781|3667|1437|208|4193|8452|153090|10197|1026|6464|8660|9965|408|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654741
@@Signaling by FGFR3 in disease	Reactome	R-HSA-5655332	2	18	0.0572709036239	0.112311507802	2254|5295	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655332
Endocrine resistance	KEGG PATHWAY	hsa01522	17	97	9.2296832972e-11	1.60664857396e-09	4854|8503|1026|595|208|5295|8202|3479|4193|5925|6464|1871|1869|3725|4855|2100|6198	http://www.genome.jp/kegg-bin/show_pathway?hsa01522/hsa:1026%09red/hsa:3479%09red/hsa:8503%09red/hsa:2100%09red/hsa:6198%09red/hsa:6464%09red/hsa:595%09red/hsa:3725%09red/hsa:5295%09red/hsa:208%09red/hsa:1871%09red/hsa:5925%09red/hsa:4193%09red/hsa:4855%09red/hsa:4854%09red/hsa:1869%09red/hsa:8202%09red
Insulin receptor signalling cascade	Reactome	R-HSA-74751	27	279	9.67718298824e-11	1.66400341627e-09	5159|152559|5037|5295|3718|7249|5563|1981|5562|7248|5921|54756|9462|5781|3667|1437|208|8452|153090|10197|1977|6464|8660|9965|408|2254|6198	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-74751
Signaling by FGFR1	Reactome	R-HSA-5654736	29	325	1.16658761171e-10	1.95820063393e-09	5159|152559|8503|5037|5295|3718|10253|3164|2309|7249|27161|5921|54756|9462|5781|3667|1437|208|4193|8452|153090|10197|1026|6464|8660|9965|408|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654736
@@Signaling by FGFR1 in disease	Reactome	R-HSA-5655302	4	32	0.00515669101349	0.0152750721198	2254|5295|9208|6772	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5655302
Class A/1 (Rhodopsin-like receptors)	Reactome	R-HSA-373076	29	325	1.16658761171e-10	1.95820063393e-09	1129|4283|3579|6347|6348|3576|5029|185|6363|4988|6367|6366|6364|1234|1235|1236|728|718|10563|729230|56413|6352|5443|2492|2147|6376|6370|2149|10803	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373076
Small cell lung cancer	KEGG PATHWAY	hsa05222	16	86	1.50952286927e-10	2.50403205374e-09	8517|8503|595|6502|5915|5295|3685|3918|1871|5925|208|1869|3673|5970|4792|3675	http://www.genome.jp/kegg-bin/show_pathway?hsa05222/hsa:3675%09red/hsa:8517%09red/hsa:8503%09red/hsa:5915%09red/hsa:208%09red/hsa:3673%09red/hsa:3685%09red/hsa:595%09red/hsa:4792%09red/hsa:5295%09red/hsa:6502%09red/hsa:1871%09red/hsa:5925%09red/hsa:5970%09red/hsa:3918%09red/hsa:1869%09red
PI3K/AKT Signaling in Cancer	Reactome	R-HSA-2219528	15	74	1.97918970502e-10	3.24495056288e-09	5159|2309|8503|1026|208|5295|4193|7249|8660|9965|5781|3667|1385|3164|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2219528
Metabolism of proteins	Reactome	R-HSA-392499	66	1378	2.04168838623e-10	3.30894324666e-09	4303|23326|9126|1080|114548|8239|9451|332|1981|23265|6901|3309|2801|86|2033|2627|1984|6478|55294|7158|4000|1965|3576|6477|3479|2688|5122|7415|8841|22803|408|5029|8517|4312|3607|7295|4194|64750|4193|672|60412|6489|1936|8243|5045|7048|4792|7703|10197|6347|8877|7347|1977|6502|2081|6464|4878|3014|3015|2147|5443|59343|29843|51720|8850|6480	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392499
Cellular Senescence	Reactome	R-HSA-2559583	22	192	2.92615824276e-10	4.62339026212e-09	23512|3490|1871|1051|4001|3576|5925|2113|2114|10919|7295|9448|23135|4193|1869|3725|1026|3569|3014|3015|5970|8726	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559583
Downstream signaling of activated FGFR4	Reactome	R-HSA-5654716	28	317	3.01668017103e-10	4.62339026212e-09	5159|152559|8503|5037|5295|3718|3164|2309|7249|27161|5921|54756|9462|5781|3667|1437|208|4193|8452|153090|10197|1026|6464|8660|9965|408|1385|2254	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5654716
