##Databases: PANTHER, KEGG PATHWAY, Reactome, BioCyc
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Oxytocin signaling pathway	KEGG PATHWAY	hsa04921	2	158	0.0520035595267	0.074000958423	5594|5562	http://www.genome.jp/kegg-bin/show_pathway?hsa04921/hsa:5594%09red/hsa:5562%09red
Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	Reactome	R-HSA-193368	1	23	0.0534037955672	0.0753743998535	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193368
RHO GTPases activate PAKs	Reactome	R-HSA-5627123	1	23	0.0534037955672	0.0753743998535	2316	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5627123
mTORC1-mediated signalling	Reactome	R-HSA-166208	1	23	0.0534037955672	0.0753743998535	2475	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-166208
Thromboxane signalling through TP receptor	Reactome	R-HSA-428930	1	23	0.0534037955672	0.0753743998535	10672	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428930
Nuclear Events (kinase and transcription factor activation)	Reactome	R-HSA-198725	1	24	0.055566656305	0.0781089103841	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-198725
Endogenous sterols	Reactome	R-HSA-211976	1	24	0.055566656305	0.0781089103841	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211976
DNA Double-Strand Break Repair	Reactome	R-HSA-5693532	2	166	0.0566904153157	0.079527242538	7157|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693532
Caspase activation via extrinsic apoptotic signalig pathway	Reactome	R-HSA-5357769	1	25	0.0577246293446	0.0798466429857	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357769
Termination of O-glycan biosynthesis	Reactome	R-HSA-977068	1	25	0.0577246293446	0.0798466429857	4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-977068
FGFR1 mutant receptor activation	Reactome	R-HSA-1839124	1	25	0.0577246293446	0.0798466429857	6774	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1839124
Diseases associated with the TLR signaling cascade	Reactome	R-HSA-5602358	1	25	0.0577246293446	0.0798466429857	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5602358
IKK complex recruitment mediated by RIP1	Reactome	R-HSA-937041	1	25	0.0577246293446	0.0798466429857	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-937041
ATF4 activates genes	Reactome	R-HSA-380994	1	25	0.0577246293446	0.0798466429857	3576	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-380994
Diseases of Immune System	Reactome	R-HSA-5260271	1	25	0.0577246293446	0.0798466429857	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5260271
G2/M Checkpoints	Reactome	R-HSA-69481	2	168	0.0578845485682	0.0799083509119	7157|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69481
Cellular response to hypoxia	Reactome	R-HSA-2262749	1	26	0.059877725609	0.0821688393011	3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2262749
Synthesis of bile acids and bile salts	Reactome	R-HSA-192105	1	26	0.059877725609	0.0821688393011	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-192105
Regulation of Hypoxia-inducible Factor (HIF) by oxygen	Reactome	R-HSA-1234174	1	26	0.059877725609	0.0821688393011	3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1234174
Interferon-gamma signaling pathway	PANTHER	P00035	1	28	0.0641693313831	0.0873661034352	5594	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00035
Nicotine pharmacodynamics pathway	PANTHER	P06587	1	28	0.0641693313831	0.0873661034352	2316	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P06587
PERK regulates gene expression	Reactome	R-HSA-381042	1	28	0.0641693313831	0.0873661034352	3576	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381042
TRP channels	Reactome	R-HSA-3295583	1	28	0.0641693313831	0.0873661034352	7224	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3295583
Alcoholism	KEGG PATHWAY	hsa05034	2	179	0.0646061219837	0.0877883186954	5594|3014	http://www.genome.jp/kegg-bin/show_pathway?hsa05034/hsa:3014%09red/hsa:5594%09red
Insulin/IGF pathway-mitogen activated protein kinase kinase/MAP kinase cascade	PANTHER	P00032	1	29	0.0663078626182	0.0895737793264	5594	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00032
Hippo signaling pathway -multiple species	KEGG PATHWAY	hsa04392	1	29	0.0663078626182	0.0895737793264	84962	http://www.genome.jp/kegg-bin/show_pathway?hsa04392/hsa:84962%09red
CREB phosphorylation through the activation of Ras	Reactome	R-HSA-442742	1	29	0.0663078626182	0.0895737793264	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442742
G2/M Transition	Reactome	R-HSA-69275	2	185	0.0683780997927	0.0915637093563	7157|84962	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69275
MAPK targets/ Nuclear events mediated by MAP kinases	Reactome	R-HSA-450282	1	30	0.0684415605289	0.0915637093563	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450282
Ca-dependent events	Reactome	R-HSA-111996	1	30	0.0684415605289	0.0915637093563	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111996
Tight junction interactions	Reactome	R-HSA-420029	1	30	0.0684415605289	0.0915637093563	1366	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-420029
Extension of Telomeres	Reactome	R-HSA-180786	1	30	0.0684415605289	0.0915637093563	7015	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180786
Mitotic G2-G2/M phases	Reactome	R-HSA-453274	2	187	0.0696513746076	0.0930027025107	7157|84962	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453274
Circadian rhythm	KEGG PATHWAY	hsa04710	1	31	0.070570435918	0.0936883373394	5562	http://www.genome.jp/kegg-bin/show_pathway?hsa04710/hsa:5562%09red
Adherens junctions interactions	Reactome	R-HSA-418990	1	31	0.070570435918	0.0936883373394	999	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418990
Signal amplification	Reactome	R-HSA-392518	1	31	0.070570435918	0.0936883373394	10672	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392518
SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	Reactome	R-HSA-2173796	1	32	0.0726944995643	0.0961398629734	4092	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173796
Ovarian tumor domain proteases	Reactome	R-HSA-5689896	1	34	0.076928234625	0.101352217862	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689896
Bile acid and bile salt metabolism	Reactome	R-HSA-194068	1	34	0.076928234625	0.101352217862	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194068
Cell Cycle Checkpoints	Reactome	R-HSA-69620	2	200	0.0781138460522	0.102718966441	7157|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69620
p38 MAPK pathway	PANTHER	P05918	1	35	0.0790379274784	0.102957300268	4209	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05918
Angiotensin II-stimulated signaling through G proteins and beta-arrestin	PANTHER	P05911	1	35	0.0790379274784	0.102957300268	5594	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05911
Insulin/IGF pathway-protein kinase B signaling cascade	PANTHER	P00033	1	35	0.0790379274784	0.102957300268	207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00033
African trypanosomiasis	KEGG PATHWAY	hsa05143	1	35	0.0790379274784	0.102957300268	3569	http://www.genome.jp/kegg-bin/show_pathway?hsa05143/hsa:3569%09red
Metabolic disorders of biological oxidation enzymes	Reactome	R-HSA-5579029	1	35	0.0790379274784	0.102957300268	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5579029
Post NMDA receptor activation events	Reactome	R-HSA-438064	1	37	0.0832430172506	0.108028859466	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-438064
Metalloprotease DUBs	Reactome	R-HSA-5689901	1	37	0.0832430172506	0.108028859466	114548	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689901
Blood coagulation	PANTHER	P00011	1	38	0.0853384354666	0.11033495481	2149	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00011
Host Interactions with Influenza Factors	Reactome	R-HSA-168253	1	38	0.0853384354666	0.11033495481	7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168253
Aldosterone-regulated sodium reabsorption	KEGG PATHWAY	hsa04960	1	39	0.0874291167278	0.112617802774	5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04960/hsa:5594%09red
Formation of Fibrin Clot (Clotting Cascade)	Reactome	R-HSA-140877	1	39	0.0874291167278	0.112617802774	2149	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-140877
Regulation of autophagy	KEGG PATHWAY	hsa04140	1	40	0.0895150716241	0.114665332043	5562	http://www.genome.jp/kegg-bin/show_pathway?hsa04140/hsa:5562%09red
Negative regulation of MAPK pathway	Reactome	R-HSA-5675221	1	40	0.0895150716241	0.114665332043	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5675221
Transcriptional activation of mitochondrial biogenesis	Reactome	R-HSA-2151201	1	40	0.0895150716241	0.114665332043	4209	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2151201
Activation of NMDA receptor upon glutamate binding and postsynaptic events	Reactome	R-HSA-442755	1	41	0.0915963107219	0.117114840093	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-442755
Graft-versus-host disease	KEGG PATHWAY	hsa05332	1	42	0.0936728445641	0.119329561182	3569	http://www.genome.jp/kegg-bin/show_pathway?hsa05332/hsa:3569%09red
TNF signaling	Reactome	R-HSA-75893	1	42	0.0936728445641	0.119329561182	6868	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75893
Signaling by ERBB2	Reactome	R-HSA-1227986	1	43	0.0957446836704	0.121299937447	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1227986
Iron uptake and transport	Reactome	R-HSA-917937	1	43	0.0957446836704	0.121299937447	3934	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-917937
BMAL1:CLOCK,NPAS2 activates circadian gene expression	Reactome	R-HSA-1368108	1	43	0.0957446836704	0.121299937447	3091	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1368108
Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	Reactome	R-HSA-2173793	1	44	0.0978118385373	0.123692708223	4092	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173793
Carbohydrate digestion and absorption	KEGG PATHWAY	hsa04973	1	46	0.101932137422	0.128201399698	207	http://www.genome.jp/kegg-bin/show_pathway?hsa04973/hsa:207%09red
PLC beta mediated events	Reactome	R-HSA-112043	1	46	0.101932137422	0.128201399698	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112043
Recycling pathway of L1	Reactome	R-HSA-437239	1	46	0.101932137422	0.128201399698	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-437239
PI3 kinase pathway	PANTHER	P00048	1	47	0.103985302318	0.129841107219	207	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00048
Hedgehog signaling pathway	KEGG PATHWAY	hsa04340	1	47	0.103985302318	0.129841107219	8405	http://www.genome.jp/kegg-bin/show_pathway?hsa04340/hsa:8405%09red
G-protein mediated events	Reactome	R-HSA-112040	1	47	0.103985302318	0.129841107219	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112040
G beta:gamma signalling through PI3Kgamma	Reactome	R-HSA-392451	1	47	0.103985302318	0.129841107219	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-392451
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	hsa00520	1	48	0.106033824728	0.131923591627	51706	http://www.genome.jp/kegg-bin/show_pathway?hsa00520/hsa:51706%09red
TP53 Regulates Transcription of Cell Cycle Genes	Reactome	R-HSA-6791312	1	48	0.106033824728	0.131923591627	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6791312
Death Receptor Signalling	Reactome	R-HSA-73887	1	49	0.108077715034	0.133985432054	6868	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73887
Mitochondrial biogenesis	Reactome	R-HSA-1592230	1	49	0.108077715034	0.133985432054	4209	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1592230
Toll receptor signaling pathway	PANTHER	P00054	1	50	0.110116983593	0.136026862086	7099	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00054
G-protein beta:gamma signalling	Reactome	R-HSA-397795	1	50	0.110116983593	0.136026862086	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-397795
Dopamine receptor mediated signaling pathway	PANTHER	P05912	1	51	0.112151640741	0.13804811196	2316	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P05912
Amyotrophic lateral sclerosis (ALS)	KEGG PATHWAY	hsa05014	1	51	0.112151640741	0.13804811196	7157	http://www.genome.jp/kegg-bin/show_pathway?hsa05014/hsa:7157%09red
Defensins	Reactome	R-HSA-1461973	1	52	0.11418169679	0.139064878516	417	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1461973
mRNA Splicing - Minor Pathway	Reactome	R-HSA-72165	1	52	0.11418169679	0.139064878516	4904	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72165
Aquaporin-mediated transport	Reactome	R-HSA-445717	1	52	0.11418169679	0.139064878516	362	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445717
Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	Reactome	R-HSA-168643	1	52	0.11418169679	0.139064878516	114548	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168643
Autodegradation of the E3 ubiquitin ligase COP1	Reactome	R-HSA-349425	1	52	0.11418169679	0.139064878516	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-349425
Packaging Of Telomere Ends	Reactome	R-HSA-171306	1	52	0.11418169679	0.139064878516	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-171306
Stabilization of p53	Reactome	R-HSA-69541	1	55	0.120244361123	0.145935800802	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69541
GPVI-mediated activation cascade	Reactome	R-HSA-114604	1	55	0.120244361123	0.145935800802	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-114604
Regulation of lipolysis in adipocytes	KEGG PATHWAY	hsa04923	1	56	0.122256115442	0.148117986016	207	http://www.genome.jp/kegg-bin/show_pathway?hsa04923/hsa:207%09red
Steroid hormone biosynthesis	KEGG PATHWAY	hsa00140	1	58	0.12626598462	0.152443078992	9420	http://www.genome.jp/kegg-bin/show_pathway?hsa00140/hsa:9420%09red
MAP kinase activation in TLR cascade	Reactome	R-HSA-450294	1	60	0.130257735577	0.15698888827	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450294
B cell activation	PANTHER	P00010	1	61	0.132246842038	0.159109481827	5594	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00010
Cytochrome P450 - arranged by substrate type	Reactome	R-HSA-211897	1	63	0.136211567354	0.163312484734	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211897
RNA Polymerase I Promoter Opening	Reactome	R-HSA-73728	1	63	0.136211567354	0.163312484734	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73728
p53-Dependent G1/S DNA damage checkpoint	Reactome	R-HSA-69580	1	64	0.138187206316	0.164825703919	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69580
p53-Dependent G1 DNA Damage Response	Reactome	R-HSA-69563	1	64	0.138187206316	0.164825703919	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69563
Asymmetric localization of PCP proteins	Reactome	R-HSA-4608870	1	64	0.138187206316	0.164825703919	7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4608870
O-linked glycosylation of mucins	Reactome	R-HSA-913709	1	65	0.14015837618	0.166033768706	4582	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-913709
Hedgehog ligand biogenesis	Reactome	R-HSA-5358346	1	65	0.14015837618	0.166033768706	6868	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358346
DNA methylation	Reactome	R-HSA-5334118	1	65	0.14015837618	0.166033768706	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5334118
Regulation of HSF1-mediated heat shock response	Reactome	R-HSA-3371453	1	65	0.14015837618	0.166033768706	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3371453
Long-term potentiation	KEGG PATHWAY	hsa04720	1	66	0.142125086945	0.16778992377	5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04720/hsa:5594%09red
G1/S DNA Damage Checkpoints	Reactome	R-HSA-69615	1	66	0.142125086945	0.16778992377	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69615
Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	Reactome	R-HSA-5625886	1	67	0.144087348585	0.169817232261	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5625886
TP53 Regulates Transcription of DNA Repair Genes	Reactome	R-HSA-6796648	1	68	0.146045171054	0.171250936616	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6796648
SIRT1 negatively regulates rRNA Expression	Reactome	R-HSA-427359	1	68	0.146045171054	0.171250936616	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427359
Cytosolic sensors of pathogen-associated DNA 	Reactome	R-HSA-1834949	1	68	0.146045171054	0.171250936616	1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1834949
p53 signaling pathway	KEGG PATHWAY	hsa04115	1	69	0.147998564283	0.172956163656	7157	http://www.genome.jp/kegg-bin/show_pathway?hsa04115/hsa:7157%09red
Nonhomologous End-Joining (NHEJ)	Reactome	R-HSA-5693571	1	69	0.147998564283	0.172956163656	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5693571
RIG-I-like receptor signaling pathway	KEGG PATHWAY	hsa04622	1	70	0.149947538181	0.174938794545	3576	http://www.genome.jp/kegg-bin/show_pathway?hsa04622/hsa:3576%09red
Condensation of Prophase Chromosomes	Reactome	R-HSA-2299718	1	73	0.155768042657	0.181119552955	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2299718
PRC2 methylates histones and DNA	Reactome	R-HSA-212300	1	73	0.155768042657	0.181119552955	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212300
Deposition of new CENPA-containing nucleosomes at the centromere	Reactome	R-HSA-606279	1	74	0.157699437888	0.182752024175	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-606279
Nucleosome assembly	Reactome	R-HSA-774815	1	74	0.157699437888	0.182752024175	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-774815
DNA Repair	Reactome	R-HSA-73894	2	311	0.160429330355	0.18560521859	7157|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73894
ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression	Reactome	R-HSA-427389	1	76	0.161549127794	0.186589242602	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-427389
M Phase	Reactome	R-HSA-68886	2	313	0.162032709127	0.186836385066	5594|3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68886
G alpha (12/13) signalling events	Reactome	R-HSA-416482	1	77	0.163467442004	0.187244524477	10672	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-416482
The role of GTSE1 in G2/M progression after G2 checkpoint	Reactome	R-HSA-8852276	1	77	0.163467442004	0.187244524477	7157	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8852276
Meiotic synapsis	Reactome	R-HSA-1221632	1	77	0.163467442004	0.187244524477	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1221632
RMTs methylate histone arginines	Reactome	R-HSA-3214858	1	77	0.163467442004	0.187244524477	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3214858
Complement and coagulation cascades	KEGG PATHWAY	hsa04610	1	79	0.167291057613	0.191308090636	2149	http://www.genome.jp/kegg-bin/show_pathway?hsa04610/hsa:2149%09red
Translocation of GLUT4 to the plasma membrane	Reactome	R-HSA-1445148	1	81	0.171097387459	0.195338532964	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1445148
Toll Like Receptor 10 (TLR10) Cascade	Reactome	R-HSA-168142	1	82	0.172994094385	0.196210977756	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168142
Toll Like Receptor 5 (TLR5) Cascade	Reactome	R-HSA-168176	1	82	0.172994094385	0.196210977756	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168176
Degradation of beta-catenin by the destruction complex	Reactome	R-HSA-195253	1	82	0.172994094385	0.196210977756	1499	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-195253
MyD88 cascade initiated on plasma membrane	Reactome	R-HSA-975871	1	82	0.172994094385	0.196210977756	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975871
ER-Phagosome pathway	Reactome	R-HSA-1236974	1	83	0.174886508824	0.197067236773	7099	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236974
Opioid Signalling	Reactome	R-HSA-111885	1	83	0.174886508824	0.197067236773	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111885
Hedgehog 'on' state	Reactome	R-HSA-5632684	1	83	0.174886508824	0.197067236773	8405	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5632684
TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	Reactome	R-HSA-975138	1	83	0.174886508824	0.197067236773	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975138
Toll Like Receptor 7/8 (TLR7/8) Cascade	Reactome	R-HSA-168181	1	85	0.178658498647	0.200016703655	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168181
MyD88 dependent cascade initiated on endosome	Reactome	R-HSA-975155	1	85	0.178658498647	0.200016703655	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975155
p75 NTR receptor-mediated signalling	Reactome	R-HSA-193704	1	85	0.178658498647	0.200016703655	6868	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-193704
Regulation of PLK1 Activity at G2/M Transition	Reactome	R-HSA-2565942	1	85	0.178658498647	0.200016703655	84962	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2565942
Meiotic recombination	Reactome	R-HSA-912446	1	87	0.182413433527	0.203562817124	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-912446
Regulation of mRNA stability by proteins that bind AU-rich elements	Reactome	R-HSA-450531	1	87	0.182413433527	0.203562817124	207	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-450531
Parkinson disease	PANTHER	P00049	1	88	0.184284529207	0.204334685985	5594	http://www.pantherdb.org/pathway/pathwayDiagram.jsp?catAccession=P00049
Gap junction	KEGG PATHWAY	hsa04540	1	88	0.184284529207	0.204334685985	5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04540/hsa:5594%09red
Unfolded Protein Response (UPR)	Reactome	R-HSA-381119	1	88	0.184284529207	0.204334685985	3576	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381119
Toll Like Receptor 9 (TLR9) Cascade	Reactome	R-HSA-168138	1	88	0.184284529207	0.204334685985	5594	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-168138
Salivary secretion	KEGG PATHWAY	hsa04970	1	89	0.186151389723	0.20607494102	362	http://www.genome.jp/kegg-bin/show_pathway?hsa04970/hsa:362%09red
Cargo recognition for clathrin-mediated endocytosis	Reactome	R-HSA-8856825	1	90	0.188014024555	0.207144227371	7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856825
RNA Polymerase I Chain Elongation	Reactome	R-HSA-73777	1	90	0.188014024555	0.207144227371	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73777
B-WICH complex positively regulates rRNA expression	Reactome	R-HSA-5250924	1	90	0.188014024555	0.207144227371	3014	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5250924
GnRH signaling pathway	KEGG PATHWAY	hsa04912	1	91	0.189872443161	0.208859687477	5594	http://www.genome.jp/kegg-bin/show_pathway?hsa04912/hsa:5594%09red
Infectious disease	Reactome	R-HSA-5663205	2	348	0.190521565801	0.209241592868	7852|7040	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663205
PCP/CE pathway	Reactome	R-HSA-4086400	1	92	0.191726654979	0.209590140517	7474	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4086400
Phase 1 - Functionalization of compounds	Reactome	R-HSA-211945	1	92	0.191726654979	0.209590140517	9420	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211945
Transmembrane transport of small molecules	Reactome	R-HSA-382551	3	657	0.19174624688	0.209590140517	3934|362|7224	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382551
